#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
66000,-92210.79303893595,29111.638671875,-63099.15436706095,297.3650976448515,178.70853192235091,0.7283499545529621,796
67000,-91809.7545888302,28474.82421875,-63334.9303700802,290.8602631293656,178.43971969680018,0.7294471843210645,796
68000,-92061.41772536034,29245.33984375,-62816.07788161034,298.7308078502427,178.29797051966864,0.7300271042037029,796
69000,-91795.93066484868,29225.02734375,-62570.90332109868,298.52332284350734,177.81650088312412,0.732003781749279,797
70000,-91964.74767002073,29185.47265625,-62779.27501377073,298.1192856938531,178.68592665606536,0.7284420969224249,798
71000,-91522.91296256066,28765.853515625,-62757.05944693566,293.8330245138477,178.96858090041022,0.7272916310170761,797
72000,-91817.09200047288,29077.94140625,-62739.15059422288,297.0208919889664,180.0214223446772,0.7230381218444999,798
73000,-92247.89861302421,29007.826171875,-63240.07244114921,296.3046896565826,178.9727106715025,0.7272748488610582,797
74000,-91350.17266818965,29384.64453125,-61965.528136939654,300.15375598681885,178.3956837618524,0.7296272441077097,797
75000,-91472.86204112208,29277.90625,-62194.955791122076,299.06346217738746,179.40025161535004,0.7255416306937541,798
76000,-92096.44304228388,29092.486328125,-63003.95671415888,297.1694632240778,178.17083088956002,0.7305480389466926,798
77000,-92236.18658971603,29457.68359375,-62778.50299596603,300.8998241898838,177.94735392776983,0.7314655049982073,799
78000,-92136.74001525805,29520.935546875,-62615.80446838305,301.5459205305688,177.34071476259328,0.7339676693990984,799
79000,-91724.41165038673,29286.85546875,-62437.556181636726,299.15487528323945,178.7322349408647,0.7282533626177524,800
80000,-92444.20310479251,29032.314453125,-63411.88865166751,296.55482879258716,179.97774788087816,0.723213578547618,800
81000,-92572.92266551356,28713.521484375,-63859.40118113856,293.29847131476436,177.9403729572224,0.7314942019097737,801
82000,-92313.75019745866,29375.412109375,-62938.33808808366,300.0594500611614,177.3224022681801,0.7340434679370914,801
83000,-92395.39840458689,29214.05859375,-63181.339810836886,298.41128093987027,178.19439839958943,0.7304514186354512,802
84000,-92755.22464902545,28754.546875,-64000.67777402545,293.7175311769255,177.65900818775816,0.7326526947978306,802
85000,-92524.57459223003,29020.396484375,-63504.17810785503,296.4330909549815,176.2355169094496,0.7385704844656752,802
86000,-92640.2788306998,29783.515625,-62856.7632056998,304.228083202733,175.64997697116723,0.7410325543352442,803
87000,-92778.57394833068,29018.52734375,-63760.04660458068,296.4139983442655,177.6012606179516,0.7328909189663393,803
88000,-92766.41359556012,29229.875,-63536.53859556012,298.572839938384,177.15375906593894,0.7347422475829188,803
89000,-92238.26406381399,29266.263671875,-62972.000391938986,298.94453735766155,176.60517766081185,0.737024547229645,803
90000,-92166.50814507523,28929.615234375,-63236.89291070023,295.5057925787258,177.44137168619034,0.7335513125657435,803
91000,-92502.32096251452,28749.28125,-63753.039712514525,293.6637446790256,177.43011984944306,0.7335978311592142,803
92000,-92282.78944615982,29530.115234375,-62752.67421178482,301.63968779322806,176.61598404758067,0.7369794518077417,803
93000,-92343.84449077118,28702.146484375,-63641.69800639618,293.18227971099253,178.16990461369005,0.7305518369451357,804
94000,-92194.85913080352,28805.54296875,-63389.316162053525,294.23843824671974,178.04573350212956,0.7310613320723802,804
95000,-92859.94148684523,29269.859375,-63590.08211184523,298.98126619395,177.89082782985264,0.7316979334559471,804
96000,-92842.56912029901,29110.623046875,-63731.94607342401,297.35472339451474,176.77168812604748,0.7363303053996876,804
97000,-92399.7036095704,29154.7578125,-63244.945797070395,297.80554442309153,176.53000285246074,0.7373384070732567,804
98000,-93254.49040751747,29416.921875,-63837.56853251747,300.4834576427139,176.11956145158425,0.7390567523054664,803
99000,-92786.11639197191,29311.71484375,-63474.40154822191,299.4088050107133,176.13933477443584,0.7389737861253811,802
100000,-92394.68461010756,28887.546875,-63507.137735107564,295.076079159488,175.92491317591748,0.7398744654983231,802
101000,-92739.48156706893,29098.453125,-63641.02844206893,297.2304119448063,177.14052757999687,0.7347971290482321,801
102000,-92649.16111349763,29022.224609375,-63626.93650412263,296.45176460558764,175.8299922134793,0.7402738831145355,801
103000,-92231.10983266492,29235.806640625,-62995.30319203992,298.63342955044703,177.1084931433776,0.7349300352213961,801
104000,-92780.28108318336,29149.66015625,-63630.62092693336,297.75347366659355,176.6866546716486,0.7366846768691293,800
105000,-93009.05864233029,28936.203125,-64072.85551733029,295.57308555254485,176.45983683108665,0.7376315961827999,800
106000,-92642.95374206657,28671.015625,-63971.93811706657,292.8642889876892,176.63811476180717,0.7368871168003128,799
107000,-93103.4608793539,29115.873046875,-63987.587832478894,297.40835028856327,176.0714852055148,0.7392585514454104,799
108000,-93104.24952159182,29003.681640625,-64100.56788096682,296.262354735016,176.39890154824968,0.7378864038349359,799
109000,-92828.7812587707,29471.125,-63357.6562587707,301.0371234029946,176.86505059528923,0.7359416157447317,799
110000,-92392.34050945498,29250.716796875,-63141.62371257998,298.78573152558334,177.05946194679632,0.7351335515917398,799
111000,-92598.02400272779,28824.994140625,-63773.02986210279,294.4371250911502,177.1253294372819,0.7348601779169022,799
112000,-92377.97723413425,28914.97265625,-63463.00457788425,295.3562238195436,176.8668458032553,0.7359341458978809,799
113000,-92333.42826652326,29311.74609375,-63021.68217277326,299.40912421841597,177.48993114724587,0.7333506203001906,800
114000,-92314.99403226626,28901.99609375,-63412.99793851626,295.22367282101,177.9470480221525,0.7314667624475966,800
115000,-92924.0328178815,29107.0390625,-63816.993755381496,297.31811426111483,177.0752887267387,0.7350678462240797,800
116000,-92431.75827587038,29275.658203125,-63156.10007274538,299.04049917327666,176.65677637492502,0.7368092737502616,800
117000,-92284.52692240372,29582.44140625,-62702.08551615372,302.1741811408672,177.05522201838372,0.735151155780969,800
118000,-92238.84403606801,28651.84765625,-63586.99637981801,292.6684949630641,177.64342418860187,0.7327169677031168,800
119000,-92150.4854865754,29468.6796875,-62681.8057990754,301.01214540026075,177.6014810183952,0.7328900094610654,800
120000,-92252.46966184146,29741.26953125,-62511.20013059146,303.7965542896863,178.49299766711988,0.7292294532843068,799
121000,-92208.89534275638,29155.62890625,-63053.26643650638,297.8144423378035,178.2766544558992,0.7301143915961779,799
122000,-92087.41370174274,29418.58203125,-62668.83167049274,300.50041555191825,177.83977363638087,0.7319079890981341,799
123000,-92122.55644035601,29292.04296875,-62830.51347160601,299.20786376188266,179.05877407823064,0.726925289050639,798
124000,-91864.9359206561,29449.916015625,-62415.019905031106,300.8204811252889,178.75973395785854,0.7281413337444093,798
125000,-92580.00339210685,29400.126953125,-63179.87643898185,300.31190345301036,177.57619909508196,0.7329943526619598,798
126000,-91166.81937844749,28756.76171875,-62410.057659697486,293.7401550228522,178.3688689877633,0.7297369313520761,798
127000,-92291.95066757422,29383.34375,-62908.606917574216,300.1404689661952,177.29034157277678,0.7341762103292011,797
128000,-92619.58293558154,28773.10546875,-63846.47746683154,293.9071006513485,177.49196996253818,0.7333421964460883,797
129000,-92387.68984960715,29253.44140625,-63134.24844335715,298.8135624471598,177.71628077491692,0.7324165829732024,797
130000,-92384.94565590995,29357.58984375,-63027.35581215995,299.8774019182325,177.87265574884825,0.7317726862281568,797
131000,-92654.60094212837,29302.591796875,-63352.00914525337,299.31561631201515,176.4749481193997,0.7375684338822155,797
132000,-92543.88683917222,29058.205078125,-63485.68176104722,296.819292374249,176.27932932278128,0.7383869203718911,797
133000,-92692.20098397433,29374.26171875,-63317.939265224326,300.0476992276068,176.75730513286214,0.7363902216433571,797
134000,-92135.43475791643,29667.517578125,-62467.91717979143,303.04320416090417,176.76198310624113,0.7363707332115527,796
135000,-92440.0904070927,29082.99609375,-63357.094313342706,297.07252383487327,177.94283749888567,0.7314840705779236,796
136000,-92087.47827002927,28965.84375,-63121.63452002927,295.8758540585271,177.8420775702946,0.7318985072721182,796
137000,-92308.14417509202,28991.083984375,-63317.06019071702,296.13367412987725,177.8506272689658,0.7318633231865113,796
138000,-92728.08357502523,29106.25,-63621.83357502523,297.3100542666224,177.86024225179756,0.7318237592390066,796
139000,-92478.0563947462,28849.2265625,-63628.82983224621,294.68465071408923,177.53134328122093,0.7331795540896993,795
140000,-92869.23285748542,28697.60546875,-64171.62738873542,293.1358948416983,177.72260078973383,0.7323905374188612,795
141000,-92588.46866262704,29198.705078125,-63389.76358450204,298.2544502054523,178.18087099656933,0.7305068741435046,795
142000,-92234.26738792207,29411.552734375,-62822.71465354707,300.428613769299,178.09816145395035,0.7308461246385527,795
143000,-92729.11234763544,29254.55859375,-63474.55375388544,298.8249741225303,176.81497630754077,0.7361500356026105,795
144000,-93001.97239953437,29024.26171875,-63977.71068078437,296.47257295770544,178.28752868979782,0.7300698599639021,795
145000,-92472.42826384731,28673.322265625,-63799.10599822231,292.8878505062425,178.04097487418622,0.7310808716692937,795
146000,-92455.80652544578,28884.28515625,-63571.521369195776,295.04276185552186,178.66173407001546,0.7285407352693766,794
147000,-92102.642964164,28928.357421875,-63174.285542289,295.49294446869334,178.268003499776,0.7301498224499632,794
148000,-92412.48064356897,29174.234375,-63238.24626856897,298.0044906237805,178.1942436437426,0.7304520530085126,794
149000,-91969.02819773974,29415.892578125,-62553.13561961474,300.47294373900723,178.15384388434495,0.7306176968506528,794
150000,-92048.16632256165,29170.30859375,-62877.85772881165,297.9643901561326,178.61867467952817,0.7287163637139507,793
151000,-92670.72758999781,28764.271484375,-63906.45610562281,293.8168646239001,179.31533609168366,0.7258852139524701,793
152000,-92654.36879011086,29180.275390625,-63474.093399485864,298.06619746280285,176.9514765681348,0.7355821699162375,793
153000,-92281.25856256354,29218.3359375,-63062.92262506354,298.4549724941732,177.75650584310966,0.7322508421646966,793
154000,-92246.44929884037,29474.681640625,-62771.767658215365,301.0734532296547,177.7650681539946,0.732215572246813,793
155000,-92372.10805438607,29272.775390625,-63099.33266376107,299.01105226270533,178.22321457425778,0.7303333149657558,793
156000,-92171.45148989154,29429.802734375,-62741.64875551654,300.6150310676581,179.7146716841837,0.7242722582639655,792
157000,-92393.09066909787,29815.662109375,-62577.42855972287,304.55644817637307,177.99266093330658,0.7312793146715324,792
158000,-92100.15925324245,29602.078125,-62498.081128242455,302.3747632810323,178.1191498024664,0.730760006704616,792
159000,-91720.10590167396,28782.4140625,-62937.69183917396,294.00218464578126,179.80166883083203,0.7239218186919903,792
160000,-92115.68891638663,29259.08984375,-62856.59907263663,298.87125923941744,179.13699468426233,0.726607875348631,792
161000,-92525.19257757303,29259.8828125,-63265.309765073034,298.8793591348727,177.61711470126662,0.7328255012068534,791
162000,-92821.20919488368,29958.546875,-62862.662319883675,306.01596554538634,176.94497129971816,0.7356092131230756,791
163000,-92750.27076374623,28840.16015625,-63910.11060749623,294.59204057935216,178.1291185845811,0.7307191105987865,791
164000,-92460.87951365398,29669.50390625,-62791.375607403985,303.0634938005051,177.97916874482885,0.7313347512623031,791
165000,-92775.3389081262,29181.208984375,-63594.1299237512,298.07573379292006,177.5032547774458,0.7332955740280307,790
166000,-92235.75228639506,28986.28515625,-63249.46713014506,296.084655797036,177.65184482737524,0.7326822371608354,790
167000,-92364.02695937714,29448.0078125,-62916.01914687714,300.80098950494465,177.8506813341305,0.7318631007059966,790
168000,-92518.47869355921,29003.921875,-63514.55681855921,296.26480864423024,178.27003208014125,0.7301415138880797,790
169000,-92666.86318898379,29609.3828125,-63057.480376483785,302.44937808153134,178.0071209891493,0.7312199106450641,790
170000,-92364.29843661151,29684.765625,-62679.53281161151,303.2193868622965,177.89735406011187,0.7316710908465157,790
171000,-91830.47597277327,29203.65234375,-62626.823629023274,298.3049847748813,178.98359091867675,0.7272306384947412,790
172000,-92370.66333947424,28827.5859375,-63543.07740197424,294.4635993799904,176.6851865428935,0.7366907981970047,791
173000,-92927.84119772093,28999.068359375,-63928.77283834593,296.21523169790936,176.5437796903074,0.7372808678515964,791
174000,-92361.99369119803,28872.5625,-63489.43119119803,294.9230190660579,177.48193430152682,0.7333836630534804,791
175000,-92736.92803104172,29071.22265625,-63665.70537479172,296.9522623328924,176.03571726313888,0.7394087582198088,791
176000,-92629.1178231354,29539.431640625,-63089.6861825104,301.73485158958647,178.06887776383343,0.7309663133638697,791
177000,-92899.12366442688,29566.486328125,-63332.63733630188,302.01120565817286,177.77718331102508,0.7321656732301186,791
178000,-92616.75736737679,29283.8046875,-63332.95267987679,299.12371263126636,178.26479594348726,0.7301629601906053,791
179000,-92456.5356091315,28749.919921875,-63706.615687256504,293.67026848644895,177.3782773737164,0.7338122403209114,792
180000,-92758.41091556347,29308.4453125,-63449.965603063465,299.3754079048215,177.28517004951328,0.7341976267248882,792
181000,-92806.26766145066,29412.96484375,-63393.30281770066,300.44303796736335,176.9239484742497,0.7356966212113183,792
182000,-92818.6525269786,29159.89453125,-63658.75799572861,297.8580141892179,177.0881766884723,0.735014350127102,792
183000,-93282.38079465608,29240.193359375,-64042.187435281085,298.6782383317093,176.46805523046996,0.7375972435003993,792
184000,-92876.39996828465,29430.859375,-63445.54059328465,300.62582427810463,177.85792919603153,0.7318332766621187,792
185000,-92678.167366707,29239.11328125,-63439.054085457,298.66720571548575,176.92145024281447,0.7357070096657617,792
186000,-92451.46899582527,29229.87890625,-63221.59008957527,298.57287983934685,178.9679144422861,0.7272943393763796,792
187000,-92961.20170755757,29184.865234375,-63776.33647318257,298.1130810941325,177.8538416438174,0.731850096128613,791
188000,-92465.53375816281,28635.341796875,-63830.19196128781,292.4998934446102,177.39357540576336,0.7337489579661632,791
189000,-92716.691343101,29301.80078125,-63414.890561851,299.30753636704134,178.75014884697197,0.7281803788331549,790
190000,-92296.9818316717,29135.92578125,-63161.0560504217,297.6131818812702,179.05403648691313,0.7269445227691602,790
191000,-92449.0847957989,29219.685546875,-63229.3992489239,298.4687582768322,178.6359244512681,0.7286459960598752,790
192000,-92883.85513518119,29323.2265625,-63560.62857268119,299.5263931481843,177.36809585121657,0.7338543636001835,790
193000,-93063.3328641885,29381.13671875,-63682.1961454385,300.11792492219416,177.701949206692,0.7324756519832769,790
194000,-92743.51514747151,29426.654296875,-63316.86085059651,300.5828708916141,178.99327879919193,0.7271912776674523,790
195000,-92513.21644231124,29145.78125,-63367.43519231124,297.71385201049964,178.10399598591383,0.7308221827553232,790
196000,-92381.65418626633,29253.849609375,-63127.80457689133,298.81773209777595,178.48411030322868,0.729265764233783,790
197000,-92454.03099895248,29024.76953125,-63429.26146770248,296.4777600828738,178.76283619877864,0.7281286976177443,790
198000,-92960.75283184688,29227.587890625,-63733.16494122188,298.54947792464486,177.58846574115893,0.732943722221165,790
199000,-92390.07189976823,28766.94921875,-63623.12268101823,293.84421673392256,177.77157647352587,0.7321887654141096,789
200000,-92225.79805444277,28875.330078125,-63350.46797631777,294.9512888982256,178.30565132639077,0.7299956570956186,789
