# step Q_left_e Q_right_e Q_total_e
169000 -8.2171234067 8.1659234946 -0.0511999121
170000 -8.3487911182 8.2975910089 -0.0512001093
171000 -8.1305301785 8.0793299251 -0.0512002534
172000 -8.0406740704 7.9894741487 -0.0511999216
173000 -8.1224938433 8.0712933640 -0.0512004793
174000 -8.1338134496 8.0826137990 -0.0511996506
175000 -8.1182223822 8.0670223925 -0.0511999896
176000 -8.0350306965 7.9838304606 -0.0512002360
177000 -8.1594185343 8.1082182408 -0.0512002935
178000 -8.1227356538 8.0715351740 -0.0512004797
179000 -8.1470725827 8.0958725265 -0.0512000562
180000 -8.0144331332 7.9632325633 -0.0512005698
181000 -8.0411436940 7.9899437737 -0.0511999202
182000 -8.1270729403 8.0758728844 -0.0512000560
183000 -8.0495072340 7.9983069159 -0.0512003182
184000 -8.1413262142 8.0901258851 -0.0512003291
185000 -8.2619859809 8.2107854343 -0.0512005466
186000 -8.2103071406 8.1591069610 -0.0512001796
187000 -8.2904317672 8.2392315767 -0.0512001906
188000 -8.2957880283 8.2445878710 -0.0512001573
189000 -8.2737751377 8.2225749183 -0.0512002194
190000 -8.3277464991 8.2765464452 -0.0512000539
191000 -8.3366964106 8.2854960766 -0.0512003340
192000 -8.2651758215 8.2139758756 -0.0511999459
193000 -8.2484309492 8.1972309211 -0.0512000280
194000 -8.3682410270 8.3170413852 -0.0511996418
195000 -8.3247439393 8.2735437066 -0.0512002327
196000 -8.2681209282 8.2169207819 -0.0512001463
197000 -8.2841917137 8.2329916921 -0.0512000215
198000 -8.3572588749 8.3060587472 -0.0512001277
199000 -8.2871745618 8.2359748741 -0.0511996876
200000 -8.4017701675 8.3505701721 -0.0511999954
201000 -8.3137500717 8.2625500464 -0.0512000252
202000 -8.2496039122 8.1984039245 -0.0511999878
203000 -8.3092784835 8.2580784201 -0.0512000634
204000 -8.3368723595 8.2856721156 -0.0512002439
205000 -8.2204385265 8.1692382800 -0.0512002464
206000 -8.1553833918 8.1041834252 -0.0511999666
207000 -8.3191248551 8.2679248347 -0.0512000204
208000 -8.3385362800 8.2873360889 -0.0512001910
209000 -8.2960988029 8.2448985328 -0.0512002702
210000 -8.3223046113 8.2711044131 -0.0512001982
211000 -8.4185628311 8.3673628808 -0.0511999503
212000 -8.2988342035 8.2476339692 -0.0512002343
213000 -8.4216452874 8.3704450862 -0.0512002013
214000 -8.5446897193 8.4934896114 -0.0512001079
215000 -8.4691955694 8.4179958848 -0.0511996846
216000 -8.4822563103 8.4310563339 -0.0511999764
217000 -8.3896561286 8.3384563481 -0.0511997805
218000 -8.4319994536 8.3807993336 -0.0512001200
219000 -8.3872860230 8.3360861661 -0.0511998569
220000 -8.4236945468 8.3724941041 -0.0512004427
221000 -8.4255186184 8.3743188200 -0.0511997985
222000 -8.5087860506 8.4575856824 -0.0512003682
223000 -8.4835514913 8.4323516132 -0.0511998781
224000 -8.5484422420 8.4972424621 -0.0511997798
225000 -8.4213247686 8.3701249394 -0.0511998292
226000 -8.5234138966 8.4722139954 -0.0511999012
227000 -8.4981490183 8.4469500962 -0.0511989221
228000 -8.5218725344 8.4706724116 -0.0512001228
229000 -8.6157580116 8.5645578916 -0.0512001200
230000 -8.4730767598 8.4218765730 -0.0512001868
231000 -8.7047617561 8.6535611402 -0.0512006159
232000 -8.7233756883 8.6721758936 -0.0511997947
233000 -8.6444090474 8.5932087908 -0.0512002567
234000 -8.6986791512 8.6474790578 -0.0512000935
235000 -8.7383023477 8.6871024352 -0.0511999126
236000 -8.7569806930 8.7057805215 -0.0512001715
237000 -8.7112560221 8.6600562874 -0.0511997347
238000 -8.8700613445 8.8188616477 -0.0511996967
239000 -8.7925149603 8.7413150852 -0.0511998751
240000 -8.7619541730 8.7107543130 -0.0511998599
241000 -8.7969187568 8.7457185236 -0.0512002332
242000 -8.8679415074 8.8167418034 -0.0511997039
243000 -8.8445039445 8.7933037363 -0.0512002083
244000 -8.8446853855 8.7934850089 -0.0512003766
245000 -8.8639602649 8.8127602958 -0.0511999691
246000 -8.8474919754 8.7962918719 -0.0512001035
247000 -8.6609474777 8.6097471619 -0.0512003158
248000 -8.6459482799 8.5947481657 -0.0512001142
249000 -8.8392180502 8.7880178278 -0.0512002225
250000 -8.8057569929 8.7545564151 -0.0512005778
251000 -8.6782624682 8.6270631035 -0.0511993647
252000 -8.7981009230 8.7469012300 -0.0511996930
253000 -8.6882398308 8.6370395054 -0.0512003254
254000 -8.7271036091 8.6759032980 -0.0512003112
255000 -8.5702926717 8.5190925747 -0.0512000970
256000 -8.6344814163 8.5832815114 -0.0511999049
257000 -8.7539045545 8.7027043619 -0.0512001927
258000 -8.6816263646 8.6304260334 -0.0512003312
259000 -8.7667240845 8.7155237834 -0.0512003012
260000 -8.8854290217 8.8342289682 -0.0512000534
261000 -8.8011206775 8.7499205016 -0.0512001759
262000 -8.8617628210 8.8105627249 -0.0512000960
263000 -8.7055499724 8.6543500626 -0.0511999098
264000 -8.6686069081 8.6174069804 -0.0511999277
265000 -8.7152334654 8.6640332092 -0.0512002562
266000 -8.7672868951 8.7160868272 -0.0512000679
267000 -8.7287623058 8.6775621641 -0.0512001417
268000 -8.8548417964 8.8036420280 -0.0511997684
269000 -8.7247496124 8.6735497522 -0.0511998602
270000 -8.7507378883 8.6995376768 -0.0512002115
271000 -8.6939166682 8.6427165570 -0.0512001112
272000 -8.6995448333 8.6483445114 -0.0512003219
273000 -8.7735394714 8.7223392634 -0.0512002080
274000 -8.7252636270 8.6740640090 -0.0511996180
275000 -8.8028186150 8.7516187150 -0.0511999000
276000 -8.8010686573 8.7498685254 -0.0512001319
277000 -8.8730294108 8.8218295278 -0.0511998830
278000 -8.8495217359 8.7983212641 -0.0512004718
279000 -8.6294418694 8.5782417816 -0.0512000879
280000 -8.8401044377 8.7889048294 -0.0511996082
281000 -8.7681980387 8.7169973478 -0.0512006909
282000 -8.8603000727 8.8091004798 -0.0511995929
283000 -8.8146764829 8.7634766339 -0.0511998490
284000 -8.5747625644 8.5235622961 -0.0512002683
285000 -8.7202829421 8.6690832025 -0.0511997396
286000 -8.6491340876 8.5979342705 -0.0511998171
287000 -8.6779143738 8.6267141521 -0.0512002218
288000 -8.6972423862 8.6460426745 -0.0511997116
289000 -8.8535736119 8.8023733061 -0.0512003058
290000 -8.7605683454 8.7093685402 -0.0511998052
291000 -8.7801678991 8.7289679879 -0.0511999112
292000 -8.9383363358 8.8871357823 -0.0512005535
293000 -8.7324965617 8.6812965549 -0.0512000069
294000 -8.7684564965 8.7172560308 -0.0512004658
295000 -8.9435238745 8.8923240327 -0.0511998418
296000 -8.7983907417 8.7471910606 -0.0511996811
297000 -8.8866374469 8.8354376131 -0.0511998339
298000 -8.7617642444 8.7105643181 -0.0511999263
299000 -8.8846928258 8.8334928455 -0.0511999803
300000 -8.7546278900 8.7034273278 -0.0512005622
301000 -8.7828494019 8.7316496971 -0.0511997049
302000 -8.8747330359 8.8235327625 -0.0512002734
303000 -8.8909752707 8.8397755902 -0.0511996804
304000 -8.9189410517 8.8677409145 -0.0512001372
305000 -8.9227148590 8.8715145581 -0.0512003009
306000 -8.9720751911 8.9208754003 -0.0511997908
307000 -8.9437546860 8.8925546084 -0.0512000776
308000 -8.9466676284 8.8954676432 -0.0511999852
309000 -8.9615647637 8.9103649335 -0.0511998301
310000 -8.9611140082 8.9099140819 -0.0511999263
311000 -9.0214557771 8.9702555041 -0.0512002730
312000 -8.9483038732 8.8971043194 -0.0511995538
313000 -9.0326134681 8.9814136829 -0.0511997852
314000 -9.0422386003 8.9910386829 -0.0511999174
315000 -9.0071665703 8.9559665576 -0.0512000127
316000 -8.9534570170 8.9022566529 -0.0512003640
317000 -9.0492495222 8.9980496655 -0.0511998567
318000 -8.9307217395 8.8795217397 -0.0511999999
319000 -9.0731225035 9.0219234086 -0.0511990949
320000 -8.9900260225 8.9388257849 -0.0512002376
321000 -9.0048060983 8.9536058146 -0.0512002837
322000 -8.9416264778 8.8904264849 -0.0511999929
323000 -8.9450419364 8.8938418201 -0.0512001163
324000 -8.9320246461 8.8808248020 -0.0511998441
325000 -9.0446784885 8.9934786404 -0.0511998481
326000 -9.0505775250 8.9993777506 -0.0511997745
327000 -9.0629620319 9.0117616947 -0.0512003372
328000 -9.0090614748 8.9578612151 -0.0512002597
329000 -8.9281235633 8.8769232691 -0.0512002942
330000 -8.9639881530 8.9127881278 -0.0512000252
331000 -9.0519738130 9.0007737528 -0.0512000602
332000 -8.9625129777 8.9113128053 -0.0512001724
333000 -9.0793979189 9.0281979046 -0.0512000143
334000 -9.0694570125 9.0182568405 -0.0512001719
335000 -9.0858755494 9.0346755229 -0.0512000264
336000 -9.2624171712 9.2112173568 -0.0511998143
337000 -9.2622636303 9.2110636053 -0.0512000250
338000 -9.1397344954 9.0885343037 -0.0512001917
339000 -9.0557932339 9.0045944257 -0.0511988082
340000 -9.1470591640 9.0958589960 -0.0512001680
341000 -9.2347836173 9.1835832882 -0.0512003291
342000 -9.2457835653 9.1945834912 -0.0512000741
343000 -9.2518518255 9.2006512068 -0.0512006187
344000 -9.1968156104 9.1456152189 -0.0512003915
345000 -9.2432892548 9.1920893942 -0.0511998606
346000 -9.2536785684 9.2024783590 -0.0512002094
347000 -9.2470098559 9.1958097003 -0.0512001556
348000 -9.1555331065 9.1043327763 -0.0512003303
349000 -9.2752059465 9.2240058959 -0.0512000506
350000 -9.1858282015 9.1346282472 -0.0511999542
351000 -9.1218639766 9.0706640244 -0.0511999521
352000 -9.1599811539 9.1087815680 -0.0511995859
353000 -9.2445997363 9.1933990261 -0.0512007102
354000 -9.2765962090 9.2253963277 -0.0511998814
355000 -9.1319866446 9.0807865181 -0.0512001265
356000 -9.2304213645 9.1792213533 -0.0512000113
357000 -9.2579627007 9.2067628831 -0.0511998176
358000 -9.1587826961 9.1075827922 -0.0511999039
359000 -9.1764130935 9.1252133274 -0.0511997661
360000 -9.0943629462 9.0431628898 -0.0512000564
361000 -9.2030984270 9.1518982544 -0.0512001726
362000 -9.3201224648 9.2689220984 -0.0512003663
363000 -9.0489369757 8.9977369120 -0.0512000637
364000 -9.1727451109 9.1215449427 -0.0512001682
365000 -9.1753480150 9.1241478992 -0.0512001158
366000 -9.1821190538 9.1309189540 -0.0512000998
367000 -9.1000188387 9.0488182465 -0.0512005922
368000 -9.1885499316 9.1373498316 -0.0512001000
369000 -9.2421123993 9.1909118246 -0.0512005747
370000 -9.2341504246 9.1829506583 -0.0511997663
371000 -9.2566724094 9.2054720840 -0.0512003254
372000 -9.2992188653 9.2480187824 -0.0512000830
373000 -9.2183943791 9.1671939453 -0.0512004339
374000 -9.3387834157 9.2875832524 -0.0512001633
375000 -9.4035572445 9.3523572308 -0.0512000136
376000 -9.1726241356 9.1214239961 -0.0512001396
377000 -9.2236430177 9.1724428700 -0.0512001477
378000 -9.2766025255 9.2254026018 -0.0511999237
379000 -9.2550114901 9.2038115752 -0.0511999149
380000 -9.3558816607 9.3046815260 -0.0512001347
381000 -9.1430234483 9.0918236217 -0.0511998266
382000 -9.2449864096 9.1937860772 -0.0512003324
383000 -9.2808218894 9.2296220146 -0.0511998748
384000 -9.3282551421 9.2770551981 -0.0511999440
385000 -9.2998256288 9.2486251113 -0.0512005175
386000 -9.2804589143 9.2292584670 -0.0512004474
387000 -9.2699021311 9.2187020360 -0.0512000951
388000 -9.4428336334 9.3916334347 -0.0512001987
389000 -9.3783356538 9.3271354365 -0.0512002173
390000 -9.4560539788 9.4048534625 -0.0512005163
391000 -9.3010234439 9.2498233051 -0.0512001389
392000 -9.2395017382 9.1883020278 -0.0511997105
393000 -9.4026885494 9.3514882675 -0.0512002818
394000 -9.4597872999 9.4085874246 -0.0511998753
395000 -9.3141471748 9.2629473039 -0.0511998709
396000 -9.3282096351 9.2770101391 -0.0511994960
397000 -9.2796209110 9.2284206415 -0.0512002695
398000 -9.3443092969 9.2931095618 -0.0511997351
399000 -9.2029518525 9.1517525413 -0.0511993112
400000 -9.1651476796 9.1139479191 -0.0511997605
401000 -9.3130093403 9.2618091113 -0.0512002290
402000 -9.4197350058 9.3685350169 -0.0511999889
403000 -9.2927036914 9.2415036869 -0.0512000045
404000 -9.3639582149 9.3127581507 -0.0512000641
405000 -9.3116081327 9.2604082716 -0.0511998611
406000 -9.3670848422 9.3158846914 -0.0512001507
407000 -9.1629869465 9.1117868158 -0.0512001307
408000 -9.2636838844 9.2124836217 -0.0512002627
409000 -9.2676444191 9.2164443808 -0.0512000383
410000 -9.3749406994 9.3237405759 -0.0512001235
411000 -9.4114705364 9.3602706771 -0.0511998592
412000 -9.3759007039 9.3247006664 -0.0512000376
413000 -9.3781072076 9.3269072222 -0.0511999854
414000 -9.3536712960 9.3024712105 -0.0512000856
415000 -9.2527054208 9.2015054116 -0.0512000092
416000 -9.3748697098 9.3236697593 -0.0511999505
417000 -9.2724170270 9.2212174053 -0.0511996218
418000 -9.4378912675 9.3866908632 -0.0512004043
419000 -9.3511309575 9.2999312514 -0.0511997060
420000 -9.3621415577 9.3109414415 -0.0512001163
421000 -9.3919195253 9.3407187858 -0.0512007396
422000 -9.3805476716 9.3293476193 -0.0512000523
423000 -9.3566851630 9.3054850046 -0.0512001584
424000 -9.4152171065 9.3640170884 -0.0512000180
425000 -9.3051758932 9.2539755364 -0.0512003568
426000 -9.1916291534 9.1404288718 -0.0512002816
427000 -9.1956072582 9.1444072821 -0.0511999761
428000 -9.2829063518 9.2317060954 -0.0512002565
429000 -9.3019550869 9.2507550099 -0.0512000769
430000 -9.1992785009 9.1480782388 -0.0512002620
431000 -9.2305519052 9.1793516614 -0.0512002439
432000 -9.2299828762 9.1787829897 -0.0511998865
433000 -9.2178795184 9.1666792289 -0.0512002895
434000 -9.1126920886 9.0614920582 -0.0512000304
435000 -9.2413228713 9.1901226975 -0.0512001738
436000 -9.1758829255 9.1246828246 -0.0512001009
437000 -9.1347516836 9.0835513070 -0.0512003766
438000 -9.1939377675 9.1427373940 -0.0512003736
439000 -9.1968555795 9.1456555440 -0.0512000355
440000 -9.1384346697 9.0872341858 -0.0512004839
441000 -9.1438129216 9.0926120398 -0.0512008818
442000 -9.1533983010 9.1021986504 -0.0511996506
443000 -9.0622653365 9.0110653196 -0.0512000169
444000 -9.0484323869 8.9972327128 -0.0511996741
445000 -9.1168622903 9.0656626145 -0.0511996758
446000 -9.2348644938 9.1836642243 -0.0512002695
447000 -9.2480062824 9.1968058483 -0.0512004341
448000 -9.3413441647 9.2901438726 -0.0512002921
449000 -9.3073572165 9.2561569896 -0.0512002269
450000 -9.3344754681 9.2832754636 -0.0512000045
451000 -9.2472676744 9.1960677658 -0.0511999086
452000 -9.4586171159 9.4074173721 -0.0511997438
453000 -9.3727413383 9.3215411117 -0.0512002266
454000 -9.3992302355 9.3480300317 -0.0512002038
455000 -9.4272908126 9.3760904958 -0.0512003168
456000 -9.3966072849 9.3454069537 -0.0512003312
457000 -9.4559845619 9.4047842091 -0.0512003528
458000 -9.5103991278 9.4591987405 -0.0512003873
459000 -9.5153968278 9.4641968787 -0.0511999491
460000 -9.4648806227 9.4136805311 -0.0512000916
461000 -9.5578622085 9.5066619564 -0.0512002520
462000 -9.5607408585 9.5095414836 -0.0511993750
463000 -9.6287195098 9.5775193144 -0.0512001954
464000 -9.5809057986 9.5297060285 -0.0511997701
465000 -9.5675950176 9.5163946892 -0.0512003284
466000 -9.6064758413 9.5552760183 -0.0511998229
467000 -9.5741556089 9.5229551781 -0.0512004308
468000 -9.6620247059 9.6108242129 -0.0512004930
469000 -9.5826780628 9.5314780558 -0.0512000071
470000 -9.6338099702 9.5826098390 -0.0512001312
471000 -9.6478902225 9.5966905563 -0.0511996662
472000 -9.7187496808 9.6675494902 -0.0512001906
473000 -9.5969000235 9.5457000958 -0.0511999277
474000 -9.3698448876 9.3186445632 -0.0512003244
475000 -9.4008424247 9.3496417911 -0.0512006336
476000 -9.3849090338 9.3337086174 -0.0512004164
477000 -9.3087941003 9.2575938720 -0.0512002283
478000 -9.2737562729 9.2225558774 -0.0512003954
479000 -9.3421174691 9.2909172333 -0.0512002357
480000 -9.4488975981 9.3976977135 -0.0511998846
481000 -9.3906406658 9.3394403087 -0.0512003570
482000 -9.3806022222 9.3294021888 -0.0512000334
483000 -9.2620555011 9.2108556672 -0.0511998339
484000 -9.4634831601 9.4122832061 -0.0511999540
485000 -9.3729709655 9.3217702953 -0.0512006702
486000 -9.4699139935 9.4187138323 -0.0512001612
487000 -9.4240920672 9.3728922049 -0.0511998623
488000 -9.3725301730 9.3213304731 -0.0511997000
489000 -9.5303470977 9.4791474037 -0.0511996939
490000 -9.4965824557 9.4453826174 -0.0511998383
491000 -9.6123432564 9.5611436304 -0.0511996259
492000 -9.4823882040 9.4311879165 -0.0512002874
493000 -9.5620649876 9.5108644892 -0.0512004984
494000 -9.5261561500 9.4749562552 -0.0511998949
495000 -9.4572886652 9.4060885259 -0.0512001393
496000 -9.4205328450 9.3693325443 -0.0512003007
497000 -9.4254820072 9.3742829345 -0.0511990727
498000 -9.4320131575 9.3808129267 -0.0512002308
499000 -9.4810927785 9.4298926964 -0.0512000821
500000 -9.4834104911 9.4322102736 -0.0512002176
501000 -9.3761035777 9.3249034528 -0.0512001249
502000 -9.3994532907 9.3482530387 -0.0512002520
503000 -9.3654333907 9.3142336258 -0.0511997649
504000 -9.3305019231 9.2793016308 -0.0512002923
505000 -9.4019590523 9.3507588264 -0.0512002259
506000 -9.3573966767 9.3061960733 -0.0512006034
507000 -9.4080833870 9.3568831936 -0.0512001934
508000 -9.3360978067 9.2848978119 -0.0511999947
509000 -9.4327788157 9.3815789770 -0.0511998388
510000 -9.2738487334 9.2226484085 -0.0512003249
511000 -9.2063504390 9.1551505891 -0.0511998499
512000 -9.2930268203 9.2418263180 -0.0512005023
513000 -9.3706965349 9.3194962086 -0.0512003263
514000 -9.3357485740 9.2845485425 -0.0512000315
515000 -9.3772389977 9.3260389941 -0.0512000036
516000 -9.3560250602 9.3048252163 -0.0511998439
517000 -9.5391047911 9.4879048655 -0.0511999256
518000 -9.4515625357 9.4003620762 -0.0512004595
519000 -9.3898604712 9.3386603747 -0.0512000965
520000 -9.4851073709 9.4339073622 -0.0512000087
521000 -9.4867996331 9.4355992714 -0.0512003617
522000 -9.5633772670 9.5121766583 -0.0512006087
523000 -9.5173902633 9.4661898040 -0.0512004592
524000 -9.4200341615 9.3688338804 -0.0512002811
525000 -9.4554711692 9.4042712040 -0.0511999652
526000 -9.3469132117 9.2957133106 -0.0511999012
527000 -9.4553409037 9.4041402705 -0.0512006332
528000 -9.5434116214 9.4922113752 -0.0512002462
529000 -9.4246157911 9.3734156745 -0.0512001165
530000 -9.5011237210 9.4499238289 -0.0511998921
531000 -9.4360180858 9.3848178806 -0.0512002052
532000 -9.3913399025 9.3401397925 -0.0512001100
533000 -9.3566339016 9.3054335979 -0.0512003037
534000 -9.3579805719 9.3067803141 -0.0512002578
535000 -9.4745325330 9.4233321927 -0.0512003403
536000 -9.3189719140 9.2677720145 -0.0511998995
