#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
62000,-98562.67054416664,29448.39453125,-69114.27601291664,300.7666238536661,272.25,0.4780986266441538,102
63000,-98415.92373325356,29025.7734375,-69390.15029575356,296.4502486637846,272.25,0.4780986266441538,102
64000,-98489.28789951332,28929.90625,-69559.38164951332,295.47112396847655,272.25,0.4780986266441538,102
65000,-98632.15224124916,29423.3984375,-69208.75380374916,300.51133011536945,272.25,0.4780986266441538,102
66000,-98719.34072162636,29133.73828125,-69585.60244037636,297.55293090050606,272.25,0.4780986266441538,102
67000,-98510.70711185463,29097.7734375,-69412.93367435463,297.18560953021426,272.25,0.4780986266441538,102
68000,-98355.66444065102,29489.978515625,-68865.68592502602,301.1913354478272,272.25,0.4780986266441538,102
69000,-99034.09322788246,29373.86328125,-69660.22994663246,300.00541045677596,272.25,0.4780986266441538,102
70000,-98609.26697208412,29014.9921875,-69594.27478458412,296.34013603404577,272.25,0.4780986266441538,102
71000,-98580.40626956947,29171.609375,-69408.79689456947,297.93972146040386,272.25,0.4780986266441538,102
72000,-98413.87397815712,29423.48046875,-68990.39350940712,300.5121679288566,272.25,0.4780986266441538,102
73000,-99051.86197330483,28874.41015625,-70177.45181705483,294.904323196484,272.25,0.4780986266441538,102
74000,-99360.64791538246,29105.96484375,-70254.68307163246,297.26927119128754,272.25,0.4780986266441538,102
75000,-99076.8720555497,29702.861328125,-69374.0107274247,303.3655811346049,272.25,0.4780986266441538,102
76000,-98697.18796970375,29297.9140625,-69399.27390720375,299.22971485532236,272.25,0.4780986266441538,102
77000,-98986.06044818886,29051.640625,-69934.41982318886,296.7144391833971,272.25,0.4780986266441538,102
78000,-99576.71614124306,29266.498046875,-70310.21809436806,298.9088522376867,272.25,0.4780986266441538,102
79000,-98893.9318967057,29434.8515625,-69459.0803342057,300.6283048365268,272.25,0.4780986266441538,102
80000,-98594.64303638466,28866.287109375,-69728.35592700966,294.82135971331655,272.25,0.4780986266441538,102
81000,-98277.85217716225,29288.767578125,-68989.08459903725,299.1362986515059,272.25,0.4780986266441538,102
82000,-99256.53657962807,29139.7109375,-70116.82564212807,297.61393170154616,272.25,0.4780986266441538,102
83000,-99391.46139957436,28786.68359375,-70604.77780582436,294.0083415158048,272.25,0.4780986266441538,102
84000,-98994.84174015053,28956.84765625,-70037.99408390053,295.7462858551825,272.25,0.4780986266441538,102
85000,-99036.63354923256,29314.384765625,-69722.24878360756,299.39793583477666,272.25,0.4780986266441538,102
86000,-99000.2466397477,29363.56640625,-69636.6802334977,299.9002449161993,272.25,0.4780986266441538,102
87000,-99467.97170688637,28993.36328125,-70474.60842563637,296.1192325446023,272.25,0.4780986266441538,102
88000,-98995.82720615395,28772.90234375,-70222.92486240395,293.8675888499647,272.25,0.4780986266441538,102
89000,-98946.56925632484,29445.71484375,-69500.85441257484,300.73925527975274,272.25,0.4780986266441538,102
90000,-98385.6078152848,28978.978515625,-69406.6292996598,295.9723159652497,272.25,0.4780986266441538,102
91000,-99005.67389728554,29757.96875,-69247.70514728554,303.92841226650364,272.25,0.4780986266441538,102
92000,-99140.70881702431,29073.716796875,-70066.99202014931,296.9399107511394,272.25,0.4780986266441538,102
93000,-99387.63895847328,29148.94140625,-70238.69755222328,297.70820566679,272.25,0.4780986266441538,102
94000,-98712.18879749306,29612.55078125,-69099.63801624306,302.44320832908073,272.25,0.4780986266441538,102
95000,-99351.32150699623,29387.14453125,-69964.17697574623,300.1410564499325,272.25,0.4780986266441538,102
96000,-98906.52998783119,29179.625,-69726.90498783119,298.0215878068618,272.25,0.4780986266441538,102
97000,-99235.57153751381,28889.59375,-70345.97778751381,295.0593984833661,272.25,0.4780986266441538,102
98000,-99410.30308200844,29458.5,-69951.80308200844,300.8698344961061,272.25,0.4780986266441538,102
99000,-99115.22855045326,28551.52734375,-70563.70120670326,291.60660951932755,272.25,0.4780986266441538,102
100000,-98871.28286792763,29309.3125,-69561.97036792763,299.3461310341549,272.25,0.4780986266441538,102
101000,-99113.87675907143,29511.67578125,-69602.20097782143,301.4129371151766,272.25,0.4780986266441538,102
102000,-98668.30111362465,29317.4375,-69350.86361362465,299.42911446526244,272.25,0.4780986266441538,102
103000,-99334.22028018959,29190.060546875,-70144.15973331459,298.12816965119055,272.25,0.4780986266441538,102
104000,-98779.86575748451,29252.76171875,-69527.10403873451,298.7685583744705,272.25,0.4780986266441538,102
105000,-99091.89278079994,29168.640625,-69923.25215579994,297.90940059134533,272.25,0.4780986266441538,102
106000,-98538.70602085121,29118.58984375,-69420.11617710121,297.3982146765469,272.25,0.4780986266441538,102
107000,-99356.33102085121,29032.63671875,-70323.69430210121,296.5203457255422,272.25,0.4780986266441538,102
108000,-99362.33903934486,29403.98046875,-69958.35857059486,300.3130076941986,272.25,0.4780986266441538,102
109000,-99217.80365421303,29133.521484375,-70084.28216983803,297.5507166791472,272.25,0.4780986266441538,102
110000,-98713.24898197182,28947.26171875,-69765.98726322182,295.6483813648278,272.25,0.4780986266441538,102
111000,-98661.18932010658,29082.42578125,-69578.76353885658,297.0288586163578,272.25,0.4780986266441538,102
112000,-98786.74494602211,29382.505859375,-69404.23908664711,300.0936800920286,272.25,0.4780986266441538,102
113000,-99304.0069623185,29581.283203125,-69722.7237591935,302.123861754898,272.25,0.4780986266441538,102
114000,-98836.95084812172,29275.689453125,-69561.26139499672,299.0027272441271,272.25,0.4780986266441538,102
115000,-99394.33316471108,29335.65234375,-70058.68082096108,299.61514895528865,272.25,0.4780986266441538,102
116000,-99273.65100528725,29113.056640625,-70160.59436466225,297.3417021620451,272.25,0.4780986266441538,102
117000,-99193.00311710365,29046.27734375,-70146.72577335365,296.65966213969006,272.25,0.4780986266441538,102
118000,-99235.99255802162,29442.109375,-69793.88318302162,300.7024313821988,272.25,0.4780986266441538,102
119000,-99617.58628513344,29026.546875,-70591.03941013344,296.4581480480919,272.25,0.4780986266441538,102
120000,-99430.10348178871,29319.24609375,-70110.85738803871,299.44758625785994,272.25,0.4780986266441538,102
