# step Q_left_e Q_right_e Q_total_e
536000 -5.6180745879 5.5668740388 -0.0512005491
537000 -5.6122374476 5.5610374424 -0.0512000052
538000 -5.6471353447 5.5959357310 -0.0511996137
539000 -5.6208513795 5.5696519143 -0.0511994652
540000 -5.5665368395 5.5153366522 -0.0512001873
541000 -5.6879624575 5.6367630200 -0.0511994376
542000 -5.5758744600 5.5246744733 -0.0511999867
543000 -5.6869184184 5.6357180477 -0.0512003707
544000 -5.6827117426 5.6315118547 -0.0511998879
545000 -5.7531468644 5.7019469342 -0.0511999301
546000 -5.5655527292 5.5143526988 -0.0512000304
547000 -5.6967237242 5.6455238773 -0.0511998469
548000 -5.6989904204 5.6477903642 -0.0512000562
549000 -5.8994337828 5.8482338900 -0.0511998928
550000 -5.7520573463 5.7008574456 -0.0511999007
551000 -5.7134740483 5.6622745350 -0.0511995133
552000 -5.6471069383 5.5959069086 -0.0512000297
553000 -5.7302519968 5.6790520356 -0.0511999612
554000 -5.6349762441 5.5837757632 -0.0512004809
555000 -5.7559554519 5.7047551246 -0.0512003272
556000 -5.5888072257 5.5376072284 -0.0511999973
557000 -5.7722875734 5.7210871738 -0.0512003996
558000 -5.7199531409 5.6687529578 -0.0512001831
559000 -5.7040887619 5.6528888835 -0.0511998784
560000 -5.7488608044 5.6976603949 -0.0512004094
561000 -5.8187119903 5.7675119704 -0.0512000199
562000 -5.8241475140 5.7729471365 -0.0512003774
563000 -5.6483380503 5.5971378549 -0.0512001954
564000 -5.7398483143 5.6886477828 -0.0512005315
565000 -5.7871198631 5.7359200513 -0.0511998117
566000 -5.6183841641 5.5671846842 -0.0511994798
567000 -5.4931390262 5.4419391798 -0.0511998464
568000 -5.4037703625 5.3525701945 -0.0512001680
569000 -5.5686685246 5.5174686763 -0.0511998483
570000 -5.5344012149 5.4832010982 -0.0512001168
571000 -5.6159770915 5.5647770956 -0.0511999959
572000 -5.5846755048 5.5334749799 -0.0512005249
573000 -5.6828470546 5.6316470591 -0.0511999954
574000 -5.5962576605 5.5450575936 -0.0512000669
575000 -5.7051713051 5.6539712490 -0.0512000561
576000 -5.7570914946 5.7058914336 -0.0512000610
577000 -5.7431655251 5.6919656319 -0.0511998932
578000 -5.8326041878 5.7814041730 -0.0512000148
579000 -5.7751547964 5.7239549565 -0.0511998399
580000 -5.6850412956 5.6338414229 -0.0511998727
581000 -5.8482958497 5.7970956599 -0.0512001899
582000 -5.8281346019 5.7769345564 -0.0512000455
583000 -5.6605345896 5.6093338430 -0.0512007466
584000 -5.7835698066 5.7323698630 -0.0511999436
585000 -5.7603549433 5.7091550096 -0.0511999337
586000 -5.8674030565 5.8162030273 -0.0512000292
587000 -5.7387480506 5.6875481007 -0.0511999499
588000 -5.7713455884 5.7201455322 -0.0512000562
589000 -5.7124128377 5.6612126660 -0.0512001717
590000 -5.7595959485 5.7083959875 -0.0511999610
591000 -5.7480978828 5.6968977143 -0.0512001686
592000 -5.6658360129 5.6146359239 -0.0512000890
593000 -5.5956761204 5.5444762189 -0.0511999015
594000 -5.5252084830 5.4740084878 -0.0511999952
595000 -5.5549351956 5.5037352891 -0.0511999065
596000 -5.5829739911 5.5317740673 -0.0511999237
597000 -5.5741750249 5.5229748780 -0.0512001469
598000 -5.7329630242 5.6817629008 -0.0512001234
599000 -5.5911032786 5.5399037355 -0.0511995431
600000 -5.6866742845 5.6354743259 -0.0511999587
