z_angstrom,LiA_number_density_per_nm3,PF6_number_density_per_nm3,ECA_number_density_per_nm3,DMC_number_density_per_nm3,CAT_number_density_per_nm3,ANO_number_density_per_nm3
34.901159,1.9748805429e-01,0.0000000000e+00,9.8744027145e-01,1.3231699637e+01,0.0000000000e+00,0.0000000000e+00
35.068551,0.0000000000e+00,0.0000000000e+00,1.3824163800e+00,1.0861842986e+01,0.0000000000e+00,0.0000000000e+00
35.235942,1.9748805429e-01,0.0000000000e+00,1.5799044343e+00,7.7020341173e+00,0.0000000000e+00,0.0000000000e+00
35.403334,0.0000000000e+00,0.0000000000e+00,2.5673447058e+00,5.5296655201e+00,0.0000000000e+00,0.0000000000e+00
35.570726,0.0000000000e+00,1.9748805429e-01,3.9497610858e+00,4.7397133030e+00,0.0000000000e+00,0.0000000000e+00
35.738117,0.0000000000e+00,0.0000000000e+00,4.3447371944e+00,5.3321774658e+00,0.0000000000e+00,0.0000000000e+00
35.905509,0.0000000000e+00,0.0000000000e+00,8.4919863345e+00,5.9246416287e+00,0.0000000000e+00,0.0000000000e+00
36.072901,0.0000000000e+00,0.0000000000e+00,7.1095699545e+00,6.1221296830e+00,0.0000000000e+00,0.0000000000e+00
36.240292,0.0000000000e+00,0.0000000000e+00,7.5045460630e+00,7.8995221716e+00,0.0000000000e+00,0.0000000000e+00
36.407684,0.0000000000e+00,0.0000000000e+00,4.1472491401e+00,1.1651795203e+01,0.0000000000e+00,0.0000000000e+00
36.575075,0.0000000000e+00,0.0000000000e+00,3.1598088686e+00,1.0466866877e+01,0.0000000000e+00,0.0000000000e+00
36.742467,0.0000000000e+00,0.0000000000e+00,9.8744027145e-01,9.4794266059e+00,0.0000000000e+00,0.0000000000e+00
36.909859,0.0000000000e+00,0.0000000000e+00,1.9748805429e-01,3.9497610858e+00,0.0000000000e+00,0.0000000000e+00
37.077250,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9748805429e-01,0.0000000000e+00,0.0000000000e+00
37.244642,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.412034,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.579425,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.746817,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.914209,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.081600,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.248992,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.416384,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.583775,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.751167,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.918559,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.085950,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.253342,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.420734,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.588125,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.755517,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.922908,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
40.090300,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.5584218277e+02
