z_A,LiA_molCOM,PF6_molCOM,EC_Oc(O00),DMC_Oc(O01)
275.573616,0.0000000000e+00,0.0000000000e+00,2.9895402388e-06,0.0000000000e+00
276.700706,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4518835713e-06
277.827797,1.4518835713e-06,0.0000000000e+00,8.5960252466e-08,0.0000000000e+00
278.954887,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
280.081978,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9037671425e-06
281.209068,0.0000000000e+00,1.4518835713e-06,0.0000000000e+00,1.4518835713e-06
282.336159,0.0000000000e+00,0.0000000000e+00,1.5399384993e-06,4.3556507138e-06
283.463249,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
284.590340,0.0000000000e+00,0.0000000000e+00,3.0627572044e-07,1.4518835713e-06
285.717430,0.0000000000e+00,0.0000000000e+00,2.0613663418e-07,7.3549558788e-07
286.844521,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
287.971611,0.0000000000e+00,0.0000000000e+00,6.2133844321e-07,0.0000000000e+00
289.098701,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
290.225792,0.0000000000e+00,0.0000000000e+00,2.2940947940e-07,0.0000000000e+00
291.352882,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0754954064e-06
292.479973,0.0000000000e+00,0.0000000000e+00,1.4518835713e-06,0.0000000000e+00
293.607063,0.0000000000e+00,0.0000000000e+00,2.4298202882e-07,8.8243667294e-07
294.734154,0.0000000000e+00,0.0000000000e+00,8.8907991224e-08,0.0000000000e+00
295.861244,0.0000000000e+00,0.0000000000e+00,1.6571038408e-07,0.0000000000e+00
296.988335,0.0000000000e+00,0.0000000000e+00,2.4961609930e-07,1.4518835713e-06
298.115425,0.0000000000e+00,0.0000000000e+00,2.6203509277e-07,0.0000000000e+00
299.242516,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
300.369606,0.0000000000e+00,0.0000000000e+00,1.9607153098e-07,0.0000000000e+00
301.496696,0.0000000000e+00,0.0000000000e+00,2.4476486753e-07,0.0000000000e+00
302.623787,0.0000000000e+00,0.0000000000e+00,5.5755967247e-07,0.0000000000e+00
303.750877,0.0000000000e+00,0.0000000000e+00,1.4354310869e-07,0.0000000000e+00
304.877968,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
306.005058,0.0000000000e+00,0.0000000000e+00,1.8126182224e-07,0.0000000000e+00
307.132149,0.0000000000e+00,0.0000000000e+00,9.6218284563e-08,0.0000000000e+00
308.259239,0.0000000000e+00,0.0000000000e+00,3.7718463067e-07,0.0000000000e+00
309.386330,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
310.513420,0.0000000000e+00,0.0000000000e+00,2.2836703892e-07,0.0000000000e+00
311.640511,0.0000000000e+00,0.0000000000e+00,9.5749864126e-08,0.0000000000e+00
312.767601,0.0000000000e+00,0.0000000000e+00,1.9111745125e-07,0.0000000000e+00
313.894691,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
315.021782,0.0000000000e+00,0.0000000000e+00,9.5779420700e-08,0.0000000000e+00
316.148872,0.0000000000e+00,0.0000000000e+00,9.2305248392e-08,0.0000000000e+00
317.275963,0.0000000000e+00,0.0000000000e+00,9.8030865148e-08,0.0000000000e+00
318.403053,0.0000000000e+00,0.0000000000e+00,1.0660873478e-07,0.0000000000e+00
319.530144,0.0000000000e+00,0.0000000000e+00,3.1124519256e-08,0.0000000000e+00
320.657234,0.0000000000e+00,0.0000000000e+00,3.5544984278e-07,0.0000000000e+00
321.784325,0.0000000000e+00,0.0000000000e+00,2.8234195775e-07,0.0000000000e+00
322.911415,0.0000000000e+00,0.0000000000e+00,9.2931972061e-08,0.0000000000e+00
324.038506,0.0000000000e+00,0.0000000000e+00,9.0481230174e-07,0.0000000000e+00
325.165596,0.0000000000e+00,0.0000000000e+00,1.0160141143e-06,0.0000000000e+00
326.292686,0.0000000000e+00,0.0000000000e+00,4.9142170435e-07,0.0000000000e+00
327.419777,0.0000000000e+00,0.0000000000e+00,2.0938700268e-07,0.0000000000e+00
328.546867,0.0000000000e+00,0.0000000000e+00,8.3658671495e-07,0.0000000000e+00
329.673958,0.0000000000e+00,0.0000000000e+00,7.0094854122e-07,0.0000000000e+00
330.801048,0.0000000000e+00,0.0000000000e+00,1.0368312175e-07,0.0000000000e+00
331.928139,0.0000000000e+00,0.0000000000e+00,1.6228606170e-07,0.0000000000e+00
333.055229,0.0000000000e+00,0.0000000000e+00,1.6309250219e-06,0.0000000000e+00
334.182320,0.0000000000e+00,0.0000000000e+00,8.0029414597e-07,0.0000000000e+00
335.309410,0.0000000000e+00,0.0000000000e+00,3.9436413488e-07,0.0000000000e+00
336.436501,0.0000000000e+00,0.0000000000e+00,2.0376603685e-07,0.0000000000e+00
337.563591,0.0000000000e+00,0.0000000000e+00,1.5036442823e-06,0.0000000000e+00
