# step Q_left_e Q_right_e Q_total_e
94000 -6.2849285254 6.2337291706 -0.0511993548
95000 -6.4690009325 6.4178017806 -0.0511991519
96000 -6.4057635888 6.3545629485 -0.0512006403
97000 -6.2949628141 6.2437629031 -0.0511999110
98000 -6.3046671345 6.2534672106 -0.0511999240
99000 -6.2138829213 6.1626828851 -0.0512000362
100000 -6.2221117485 6.1709115088 -0.0512002397
101000 -6.2774833274 6.2262832280 -0.0512000994
102000 -6.2469494492 6.1957493310 -0.0512001181
103000 -6.2573891459 6.2061893358 -0.0511998101
104000 -6.2630816982 6.2118818467 -0.0511998516
105000 -6.2671506789 6.2159504672 -0.0512002117
106000 -6.0626391016 6.0114389439 -0.0512001577
107000 -6.2244678116 6.1732677235 -0.0512000881
108000 -6.1306548835 6.0794546462 -0.0512002372
109000 -6.2775874500 6.2263871043 -0.0512003457
110000 -6.1008153425 6.0496152791 -0.0512000634
111000 -5.9983731298 5.9471735975 -0.0511995322
112000 -6.1791871493 6.1279869606 -0.0512001887
113000 -6.1014997766 6.0502995192 -0.0512002574
114000 -6.1122435966 6.0610433347 -0.0512002619
115000 -6.2575315929 6.2063321605 -0.0511994323
116000 -6.2476516617 6.1964519762 -0.0511996855
117000 -6.1905979242 6.1393977932 -0.0512001310
118000 -6.3195046766 6.2683046939 -0.0511999828
119000 -6.2227775949 6.1715773847 -0.0512002102
120000 -6.1822576446 6.1310581677 -0.0511994769
121000 -6.2760369994 6.2248371700 -0.0511998294
122000 -6.3087878944 6.2575873989 -0.0512004956
123000 -6.3656950630 6.3144948038 -0.0512002592
124000 -6.3399961132 6.2887961598 -0.0511999534
125000 -6.3672000060 6.3159993335 -0.0512006725
126000 -6.4109008389 6.3597006125 -0.0512002264
127000 -6.5948869628 6.5436866700 -0.0512002928
128000 -6.3212658063 6.2700656471 -0.0512001592
129000 -6.4795104775 6.4283103966 -0.0512000809
130000 -6.3903277933 6.3391276982 -0.0512000951
131000 -6.2923350676 6.2411351337 -0.0511999340
132000 -6.3594895822 6.3082892990 -0.0512002832
133000 -6.3065228817 6.2553230263 -0.0511998554
134000 -6.4090084867 6.3578083469 -0.0512001398
135000 -6.3705925650 6.3193928514 -0.0511997137
136000 -6.4642818421 6.4130814271 -0.0512004150
137000 -6.3483881716 6.2971879535 -0.0512002181
138000 -6.4284988856 6.3772981786 -0.0512007070
139000 -6.4735884548 6.4223882365 -0.0512002183
140000 -6.4339989163 6.3827989763 -0.0511999400
141000 -6.3357720985 6.2845722008 -0.0511998977
142000 -6.4016306801 6.3504311049 -0.0511995752
143000 -6.4295847609 6.3783845846 -0.0512001764
144000 -6.4918555082 6.4406550582 -0.0512004499
145000 -6.4100864329 6.3588866801 -0.0511997528
146000 -6.3584403361 6.3072405343 -0.0511998017
147000 -6.3854490551 6.3342493838 -0.0511996713
148000 -6.2129846036 6.1617841204 -0.0512004832
149000 -6.2373920527 6.1861924295 -0.0511996232
150000 -6.3599239786 6.3087237112 -0.0512002674
151000 -6.2208736127 6.1696736277 -0.0511999850
152000 -6.2861658134 6.2349653092 -0.0512005042
153000 -6.3079811025 6.2567810391 -0.0512000634
154000 -6.3405590004 6.2893592347 -0.0511997656
155000 -6.3965722402 6.3453720952 -0.0512001449
156000 -6.3349104344 6.2837101021 -0.0512003324
157000 -6.3400002909 6.2888005590 -0.0511997319
158000 -6.3480219438 6.2968215195 -0.0512004243
159000 -6.3494154746 6.2982154449 -0.0512000297
160000 -6.4533823789 6.4021822782 -0.0512001007
161000 -6.4204688775 6.3692684289 -0.0512004487
162000 -6.4517696786 6.4005695556 -0.0512001230
163000 -6.4581448687 6.4069451913 -0.0511996774
164000 -6.6455759670 6.5943758271 -0.0512001399
165000 -6.7414353609 6.6902349871 -0.0512003738
166000 -6.4813303868 6.4301299856 -0.0512004013
167000 -6.4427231990 6.3915231540 -0.0512000450
168000 -6.3524365430 6.3012364558 -0.0512000872
169000 -6.4686384930 6.4174390300 -0.0511994630
170000 -6.3225685207 6.2713686597 -0.0511998610
171000 -6.4004067678 6.3492066117 -0.0512001561
172000 -6.3449982323 6.2937974181 -0.0512008142
173000 -6.4366431020 6.3854427596 -0.0512003424
174000 -6.4085589459 6.3573589234 -0.0512000225
175000 -6.6578276919 6.6066284878 -0.0511992041
176000 -6.6477792375 6.5965792222 -0.0512000152
177000 -6.5169038947 6.4657035663 -0.0512003284
178000 -6.5113496541 6.4601493976 -0.0512002565
179000 -6.7253506836 6.6741504953 -0.0512001882
180000 -6.6913465799 6.6401463775 -0.0512002024
181000 -6.5345501283 6.4833500583 -0.0512000700
182000 -6.6069881388 6.5557880250 -0.0512001137
183000 -6.6700910528 6.6188908278 -0.0512002250
184000 -6.6132722970 6.5620721115 -0.0512001854
185000 -6.5818853967 6.5306855787 -0.0511998180
186000 -6.4397657115 6.3885654677 -0.0512002439
187000 -6.5679150806 6.5167150325 -0.0512000481
188000 -6.7466206809 6.6954212589 -0.0511994220
189000 -6.7179363177 6.6667361716 -0.0512001461
190000 -6.7551411232 6.7039413385 -0.0511997847
191000 -6.7916168582 6.7404168642 -0.0511999940
192000 -6.7710722024 6.7198720295 -0.0512001729
193000 -6.6686042512 6.6174037852 -0.0512004660
194000 -6.9125045009 6.8613049062 -0.0511995947
195000 -6.8408431911 6.7896430285 -0.0512001626
196000 -6.7794271025 6.7282269869 -0.0512001156
197000 -6.8681378567 6.8169383586 -0.0511994981
198000 -6.8257604837 6.7745604522 -0.0512000315
199000 -6.7120544265 6.6608542334 -0.0512001931
200000 -6.8331965553 6.7819960637 -0.0512004916
201000 -6.8464299082 6.7952304897 -0.0511994185
202000 -6.7822951297 6.7310947953 -0.0512003344
203000 -6.7116124707 6.6604123176 -0.0512001531
204000 -6.8648394626 6.8136391323 -0.0512003303
205000 -6.7877440110 6.7365440063 -0.0512000048
206000 -6.8874349557 6.8362345272 -0.0512004285
207000 -6.8861455042 6.8349451304 -0.0512003738
208000 -6.8308661741 6.7796660101 -0.0512001640
209000 -6.8070577332 6.7558579652 -0.0511997680
210000 -6.8388099098 6.7876095129 -0.0512003968
211000 -6.7791324290 6.7279332505 -0.0511991786
212000 -6.9134455996 6.8622452689 -0.0512003307
213000 -6.6979790698 6.6467792867 -0.0511997831
214000 -6.7822720588 6.7310719658 -0.0512000930
215000 -6.6990621509 6.6478622288 -0.0511999221
216000 -6.8891671086 6.8379672202 -0.0511998883
217000 -6.9247661117 6.8735658797 -0.0512002321
218000 -6.8127231770 6.7615234684 -0.0511997086
219000 -6.9424160065 6.8912161826 -0.0511998239
220000 -6.9784798361 6.9272799937 -0.0511998425
221000 -6.9867758045 6.9355759528 -0.0511998518
222000 -7.0572061725 7.0060059614 -0.0512002110
223000 -7.0954560277 7.0442561263 -0.0511999014
224000 -7.0988396201 7.0476392279 -0.0512003922
225000 -7.0022496283 6.9510497695 -0.0511998588
226000 -6.8767312714 6.8255312578 -0.0512000136
227000 -6.8517739919 6.8005740421 -0.0511999498
228000 -6.7865945832 6.7353946124 -0.0511999708
229000 -6.8149809910 6.7637812761 -0.0511997149
230000 -6.7827808391 6.7315811317 -0.0511997074
231000 -6.8334706274 6.7822706853 -0.0511999421
232000 -6.8052325482 6.7540324505 -0.0512000977
233000 -6.7432432522 6.6920429361 -0.0512003161
234000 -6.7402890862 6.6890890757 -0.0512000106
235000 -6.7616261966 6.7104260775 -0.0512001191
236000 -6.6340659147 6.5828659243 -0.0511999903
237000 -6.7908560872 6.7396564360 -0.0511996512
238000 -6.6756443798 6.6244440535 -0.0512003263
239000 -6.8252099343 6.7740099018 -0.0512000325
240000 -6.8324607667 6.7812608799 -0.0511998867
241000 -6.7232107059 6.6720103070 -0.0512003989
242000 -6.9620220196 6.9108220001 -0.0512000194
243000 -6.8012134717 6.7500137019 -0.0511997698
244000 -6.8682556245 6.8170558724 -0.0511997521
245000 -6.8223141404 6.7711138024 -0.0512003379
246000 -6.8324540865 6.7812543372 -0.0511997493
247000 -6.9549926331 6.9037920521 -0.0512005810
248000 -6.9948677835 6.9436678912 -0.0511998923
249000 -6.9490429040 6.8978425195 -0.0512003845
250000 -7.0192665376 6.9680659648 -0.0512005729
251000 -7.0582785446 7.0070785778 -0.0511999668
252000 -6.9609521199 6.9097513249 -0.0512007950
253000 -6.8416542506 6.7904539860 -0.0512002646
254000 -7.0228201358 6.9716201909 -0.0511999449
255000 -6.9684271682 6.9172271895 -0.0511999787
256000 -6.9126101581 6.8614098572 -0.0512003009
257000 -6.9355309817 6.8843301723 -0.0512008094
258000 -6.8360146726 6.7848146714 -0.0512000013
259000 -7.0370470239 6.9858465928 -0.0512004311
260000 -7.0063843140 6.9551845756 -0.0511997384
261000 -6.9825014700 6.9313024008 -0.0511990692
262000 -6.9634425081 6.9122417830 -0.0512007251
263000 -7.0159262617 6.9647263438 -0.0511999179
264000 -7.0490585146 6.9978588060 -0.0511997086
265000 -6.9715595287 6.9203588865 -0.0512006423
266000 -7.0686113623 7.0174108827 -0.0512004795
267000 -7.0969720513 7.0457718421 -0.0512002092
268000 -6.9443162603 6.8931167794 -0.0511994809
269000 -6.9733470404 6.9221470756 -0.0511999647
270000 -7.0600222207 7.0088224323 -0.0511997885
271000 -7.0746951583 7.0234950371 -0.0512001212
272000 -7.1931694453 7.1419694044 -0.0512000408
273000 -7.2263250619 7.1751251302 -0.0511999317
274000 -7.1892195586 7.1380204067 -0.0511991519
275000 -7.1658830615 7.1146825524 -0.0512005091
276000 -7.0764852187 7.0252849867 -0.0512002320
277000 -7.1290426631 7.0778428074 -0.0511998557
278000 -7.1002538281 7.0490537207 -0.0512001074
279000 -7.1413863299 7.0901869102 -0.0511994197
280000 -7.0440737058 6.9928740710 -0.0511996348
281000 -7.0797621303 7.0285624836 -0.0511996467
282000 -6.9760807662 6.9248807526 -0.0512000136
283000 -7.0878296867 7.0366299914 -0.0511996953
284000 -6.9733727549 6.9221726856 -0.0512000693
285000 -7.0521203994 7.0009203001 -0.0512000993
286000 -7.0709010544 7.0197013353 -0.0511997191
287000 -7.1008129446 7.0496130537 -0.0511998909
288000 -7.2211001380 7.1699002499 -0.0511998881
289000 -7.1671121172 7.1159117294 -0.0512003878
290000 -7.0941757280 7.0429758059 -0.0511999221
291000 -7.0092846276 6.9580843528 -0.0512002748
292000 -7.1784708675 7.1272713086 -0.0511995589
293000 -7.0835720876 7.0323718882 -0.0512001994
294000 -7.1745598402 7.1233603479 -0.0511994923
295000 -6.9218847526 6.8706856156 -0.0511991370
296000 -7.0555365030 7.0043365147 -0.0511999882
297000 -7.1286684049 7.0774682011 -0.0512002038
298000 -6.9829228644 6.9317222976 -0.0512005668
299000 -7.0447711516 6.9935716684 -0.0511994832
300000 -6.9537423262 6.9025425971 -0.0511997291
301000 -6.9396458059 6.8884463857 -0.0511994201
302000 -6.8766915374 6.8254915478 -0.0511999896
303000 -7.0706699661 7.0194700020 -0.0511999640
304000 -7.0111097121 6.9599093050 -0.0512004071
305000 -7.0311530619 6.9799530890 -0.0511999729
306000 -6.9661311328 6.9149313439 -0.0511997889
307000 -7.1056505097 7.0544507061 -0.0511998036
308000 -7.1055373449 7.0543376508 -0.0511996942
309000 -7.1221665712 7.0709666430 -0.0511999282
310000 -7.3241901966 7.2729902850 -0.0511999116
311000 -7.2659135133 7.2147129895 -0.0512005237
312000 -7.2643060323 7.2131056471 -0.0512003852
313000 -7.2270086887 7.1758085000 -0.0512001887
314000 -7.3017387977 7.2505380989 -0.0512006988
315000 -7.1686626617 7.1174629936 -0.0511996681
316000 -7.2668673599 7.2156678410 -0.0511995188
317000 -7.2292478771 7.1780480994 -0.0511997778
318000 -7.2077512429 7.1565514933 -0.0511997496
319000 -7.2041445763 7.1529442298 -0.0512003466
320000 -7.3079623510 7.2567619076 -0.0512004434
321000 -7.2999618670 7.2487616932 -0.0512001738
322000 -7.1799436870 7.1287434637 -0.0512002234
323000 -7.1687871562 7.1175873855 -0.0511997708
324000 -7.3156432600 7.2644431519 -0.0512001081
325000 -7.2894617547 7.2382616641 -0.0512000907
326000 -7.2062151160 7.1550156099 -0.0511995060
327000 -7.1951137553 7.1439137652 -0.0511999901
328000 -7.2480425413 7.1968420141 -0.0512005272
329000 -7.2457927256 7.1945925604 -0.0512001652
330000 -7.2578473447 7.2066470184 -0.0512003263
331000 -7.1195671670 7.0683674526 -0.0511997144
332000 -7.1771102075 7.1259100121 -0.0512001954
333000 -7.2767447103 7.2255448853 -0.0511998250
334000 -7.2820910839 7.2308916762 -0.0511994078
335000 -7.2333093972 7.1821097510 -0.0511996462
336000 -7.3800457681 7.3288461464 -0.0511996218
337000 -7.2240395320 7.1728396630 -0.0511998690
338000 -7.2707837226 7.2195838157 -0.0511999070
339000 -7.3058047241 7.2546048495 -0.0511998746
340000 -7.1948594640 7.1436592748 -0.0512001892
341000 -7.2399752410 7.1887750023 -0.0512002388
342000 -7.2035640436 7.1523635159 -0.0512005277
343000 -7.0979341625 7.0467338446 -0.0512003179
344000 -7.1612190837 7.1100187337 -0.0512003500
345000 -7.2490203336 7.1978201084 -0.0512002253
346000 -7.0386992779 6.9874989826 -0.0512002953
347000 -7.1560159617 7.1048157180 -0.0512002436
348000 -7.1708075164 7.1196073827 -0.0512001337
349000 -7.2093792404 7.1581793912 -0.0511998492
350000 -7.1524282324 7.1012282365 -0.0511999959
351000 -7.1371295012 7.0859292287 -0.0512002725
352000 -7.1133284473 7.0621286253 -0.0511998220
353000 -7.0120706696 6.9608707686 -0.0511999009
354000 -7.1072448259 7.0560446675 -0.0512001584
355000 -7.0832997675 7.0320997350 -0.0512000325
356000 -7.1008258150 7.0496259392 -0.0511998758
357000 -7.1115011252 7.0603015448 -0.0511995803
358000 -7.2464592976 7.1952586300 -0.0512006676
359000 -7.2743812180 7.2231809513 -0.0512002667
360000 -7.2784619904 7.2272617596 -0.0512002308
361000 -7.2732820681 7.2220819541 -0.0512001140
362000 -7.2763829613 7.2251830858 -0.0511998755
363000 -7.3052749550 7.2540750511 -0.0511999039
364000 -7.3186563067 7.2674567285 -0.0511995782
365000 -7.3160188911 7.2648186816 -0.0512002094
366000 -7.3526154498 7.3014158143 -0.0511996355
367000 -7.3604341359 7.3092349202 -0.0511992157
368000 -7.4058628217 7.3546625071 -0.0512003147
369000 -7.2673966852 7.2161962965 -0.0512003887
370000 -7.4393624156 7.3881619591 -0.0512004565
371000 -7.3722797912 7.3210799417 -0.0511998495
372000 -7.2603933942 7.2091932131 -0.0512001810
373000 -7.3396325237 7.2884327353 -0.0511997885
374000 -7.4225618085 7.3713610782 -0.0512007303
375000 -7.5058568965 7.4546567171 -0.0512001794
376000 -7.2117306320 7.1605300275 -0.0512006045
377000 -7.2641416562 7.2129414130 -0.0512002432
378000 -7.3063943789 7.2551944738 -0.0511999051
379000 -7.2449644336 7.1937639758 -0.0512004578
380000 -7.2252763894 7.1740759532 -0.0512004362
381000 -7.2905708048 7.2393711531 -0.0511996518
382000 -7.3147268456 7.2635268874 -0.0511999582
383000 -7.3720414080 7.3208405713 -0.0512008367
384000 -7.4095750831 7.3583753598 -0.0511997233
385000 -7.4878180085 7.4366179570 -0.0512000516
386000 -7.4342681589 7.3830677432 -0.0512004157
387000 -7.3664263256 7.3152261269 -0.0512001987
388000 -7.3406059572 7.2894055897 -0.0512003675
389000 -7.2438922189 7.1926918654 -0.0512003535
390000 -7.3141915160 7.2629916144 -0.0511999016
391000 -7.2928290053 7.2416295188 -0.0511994865
392000 -7.4011482978 7.3499481885 -0.0512001093
393000 -7.4279833611 7.3767830636 -0.0512002974
394000 -7.4715059111 7.4203057433 -0.0512001677
395000 -7.4525986437 7.4013984972 -0.0512001466
396000 -7.4259379045 7.3747379398 -0.0511999647
397000 -7.4682166751 7.4170163386 -0.0512003365
398000 -7.4585553589 7.4073547900 -0.0512005689
399000 -7.3648962842 7.3136959842 -0.0512003000
400000 -7.5781869930 7.5269864975 -0.0512004956
401000 -7.4877949751 7.4365944862 -0.0512004888
402000 -7.5385564759 7.4873561009 -0.0512003750
403000 -7.6158058450 7.5646055441 -0.0512003009
404000 -7.5516081057 7.5004080972 -0.0512000085
405000 -7.7010546064 7.6498541709 -0.0512004355
406000 -7.6435314203 7.5923314043 -0.0512000159
407000 -7.6028593129 7.5516593752 -0.0511999377
408000 -7.7150973976 7.6638981993 -0.0511991982
409000 -7.5756632912 7.5244632126 -0.0512000786
410000 -7.6796325906 7.6284323134 -0.0512002772
411000 -7.7521740634 7.7009738719 -0.0512001915
412000 -7.7225672293 7.6713675528 -0.0511996765
413000 -7.5286298471 7.4774303085 -0.0511995386
414000 -7.6680151427 7.6168156797 -0.0511994630
415000 -7.5655100995 7.5143101285 -0.0511999710
416000 -7.5524082312 7.5012082343 -0.0511999968
417000 -7.4486307034 7.3974300672 -0.0512006362
418000 -7.4818485815 7.4306483015 -0.0512002800
419000 -7.4729395076 7.4217390560 -0.0512004516
420000 -7.4283212004 7.3771205896 -0.0512006108
421000 -7.5553980998 7.5041977265 -0.0512003733
422000 -7.6080347814 7.5568344917 -0.0512002897
423000 -7.4129678004 7.3617685635 -0.0511992369
424000 -7.6043182013 7.5531182396 -0.0511999617
425000 -7.5015253196 7.4503251107 -0.0512002090
426000 -7.4397322182 7.3885321969 -0.0512000213
427000 -7.5053639433 7.4541639616 -0.0511999817
428000 -7.5368214559 7.4856219639 -0.0511994921
429000 -7.3729361079 7.3217362671 -0.0511998408
430000 -7.4968335005 7.4456334489 -0.0512000516
431000 -7.4311955047 7.3799960529 -0.0511994518
432000 -7.4933819852 7.4421818412 -0.0512001440
433000 -7.4655368258 7.4143365945 -0.0512002313
434000 -7.5504152682 7.4992151675 -0.0512001007
435000 -7.4412135992 7.3900139602 -0.0511996390
436000 -7.3315983401 7.2803992140 -0.0511991261
437000 -7.4819679658 7.4307676645 -0.0512003014
438000 -7.3672051257 7.3160050865 -0.0512000392
439000 -7.3477738949 7.2965734873 -0.0512004076
440000 -7.3971250800 7.3459247441 -0.0512003358
441000 -7.4649997752 7.4137995443 -0.0512002308
442000 -7.4390308710 7.3878309296 -0.0511999414
443000 -7.3224947513 7.2712949784 -0.0511997729
444000 -7.3909137307 7.3397132715 -0.0512004592
445000 -7.4116319970 7.3604315517 -0.0512004453
446000 -7.3497868152 7.2985868852 -0.0511999300
447000 -7.3913977265 7.3401982747 -0.0511994518
448000 -7.4875829017 7.4363822660 -0.0512006357
449000 -7.4922685176 7.4410688898 -0.0511996278
450000 -7.5360584431 7.4848577247 -0.0512007184
451000 -7.5491916612 7.4979914010 -0.0512002602
452000 -7.5092759873 7.4580755322 -0.0512004551
453000 -7.5818315246 7.5306315692 -0.0511999554
454000 -7.3206131533 7.2694125976 -0.0512005556
455000 -7.4606396547 7.4094392483 -0.0512004064
456000 -7.4729209933 7.4217204610 -0.0512005324
457000 -7.5269847293 7.4757844796 -0.0512002497
458000 -7.5662444369 7.5150447686 -0.0511996683
459000 -7.4803790697 7.4291794137 -0.0511996560
460000 -7.4598677834 7.4086672091 -0.0512005743
461000 -7.6586733316 7.6074731092 -0.0512002225
462000 -7.4822495813 7.4310499416 -0.0511996397
463000 -7.5159734925 7.4647733839 -0.0512001086
464000 -7.4550891744 7.4038893206 -0.0511998539
465000 -7.5383457677 7.4871452386 -0.0512005291
466000 -7.5041573816 7.4529568814 -0.0512005002
467000 -7.5185613051 7.4673607887 -0.0512005164
468000 -7.5146593705 7.4634589218 -0.0512004488
469000 -7.4724907926 7.4212903394 -0.0512004532
470000 -7.4825930232 7.4313929309 -0.0512000923
471000 -7.5451208937 7.4939204967 -0.0512003971
472000 -7.5963903349 7.5451899495 -0.0512003854
473000 -7.6156434740 7.5644433426 -0.0512001314
474000 -7.5292735544 7.4780731956 -0.0512003589
475000 -7.5989014793 7.5477014205 -0.0512000588
476000 -7.5284862863 7.4772860224 -0.0512002639
477000 -7.4368568799 7.3856566183 -0.0512002616
478000 -7.5821856402 7.5309852669 -0.0512003733
479000 -7.6631999370 7.6120001767 -0.0511997603
480000 -7.5568924530 7.5056928177 -0.0511996353
481000 -7.6705864931 7.6193866034 -0.0511998897
482000 -7.5960665136 7.5448667051 -0.0511998085
483000 -7.6291738518 7.5779739947 -0.0511998571
484000 -7.6493569850 7.5981574864 -0.0511994986
485000 -7.6872883942 7.6360887093 -0.0511996849
486000 -7.6743868771 7.6231866851 -0.0512001920
487000 -7.7118218478 7.6606220794 -0.0511997684
488000 -7.7031969726 7.6519960950 -0.0512008776
489000 -7.6770577889 7.6258578370 -0.0511999519
490000 -7.8381654362 7.7869648719 -0.0512005643
491000 -7.6224053162 7.5712054076 -0.0511999086
492000 -7.8441025480 7.7929018713 -0.0512006767
493000 -7.7697565109 7.7185566272 -0.0511998837
494000 -7.6696240481 7.6184241448 -0.0511999032
495000 -7.6722791926 7.6210795587 -0.0511996339
496000 -7.6949319788 7.6437327100 -0.0511992688
497000 -7.7521185749 7.7009185618 -0.0512000131
498000 -7.7559446397 7.7047443606 -0.0512002790
499000 -7.8112662707 7.7600662159 -0.0512000548
500000 -7.7488111930 7.6976115142 -0.0511996788
501000 -7.8216717821 7.7704716944 -0.0512000876
502000 -7.7803829783 7.7291825972 -0.0512003810
503000 -7.8173139479 7.7661141623 -0.0511997857
504000 -7.9521938576 7.9009938270 -0.0512000306
505000 -7.9088826941 7.8576826914 -0.0512000027
506000 -7.8863169609 7.8351169578 -0.0512000031
507000 -7.8228987108 7.7716987650 -0.0511999459
508000 -7.9319947378 7.8807943393 -0.0512003985
509000 -7.7894113255 7.7382113812 -0.0511999442
510000 -7.8496446086 7.7984440641 -0.0512005445
511000 -7.8431876926 7.7919876950 -0.0511999975
512000 -7.7972577519 7.7460576149 -0.0512001370
513000 -7.8609543110 7.8097542399 -0.0512000711
514000 -7.8303405365 7.7791410189 -0.0511995177
515000 -8.0202504890 7.9690506554 -0.0511998336
516000 -7.7459032247 7.6947037184 -0.0511995063
517000 -7.8773458311 7.8261461009 -0.0511997303
518000 -7.7453064036 7.6941060766 -0.0512003270
519000 -7.9010264503 7.8498264095 -0.0512000408
520000 -7.6996350873 7.6484350271 -0.0512000602
521000 -7.6337856883 7.5825860468 -0.0511996415
522000 -7.7367281087 7.6855283424 -0.0511997663
523000 -7.8045732325 7.7533729470 -0.0512002856
524000 -7.8053121965 7.7541123845 -0.0511998120
525000 -7.7765199526 7.7253200391 -0.0511999135
526000 -7.9482934007 7.8970936891 -0.0511997116
527000 -7.8993015462 7.8481018732 -0.0511996730
528000 -7.7272428824 7.6760432106 -0.0511996718
529000 -7.7787313366 7.7275316252 -0.0511997114
530000 -7.8656389134 7.8144384276 -0.0512004858
531000 -7.8080311418 7.7568304588 -0.0512006830
532000 -7.7135474891 7.6623472967 -0.0512001924
533000 -7.5855208887 7.5343205514 -0.0512003372
534000 -7.8153719644 7.7641716679 -0.0512002965
535000 -7.8799715666 7.8287720720 -0.0511994946
536000 -7.6766580869 7.6254582007 -0.0511998862
