#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
101000,-94232.67725135658,29644.6953125,-64587.98193885658,302.81008278554816,175.52540195999998,0.7415584847003126,0
102000,-94251.16311408851,29600.76953125,-64650.393582838515,302.361396458483,175.52540195999998,0.7415584847003126,104
103000,-93994.06207038734,29792.14453125,-64201.91753913734,304.31622442963265,175.52540195999998,0.7415584847003126,103
104000,-93812.34312202309,29204.296875,-64608.046247023085,298.3115684337488,175.52540195999998,0.7415584847003126,103
105000,-93954.64091255043,29121.63671875,-64833.00419380043,297.46722415922443,175.52540195999998,0.7415584847003126,103
106000,-93607.78666450355,29017.59375,-64590.192914503554,296.4044620141483,175.52540195999998,0.7415584847003126,103
107000,-94327.29624702309,28830.73828125,-65496.557965773085,294.49579945699725,175.52540195999998,0.7415584847003126,103
108000,-94154.62004615639,29008.890625,-65145.729421156386,296.3155626689548,175.52540195999998,0.7415584847003126,103
109000,-93812.9907050309,29208.193359375,-64604.7973456559,298.3513696441754,175.52540195999998,0.7415584847003126,104
110000,-93945.15162422035,29293.23046875,-64651.92115547035,299.21999365458413,175.52540195999998,0.7415584847003126,104
111000,-93991.86202766273,29712.3359375,-64279.52609016273,303.5010078579769,175.52540195999998,0.7415584847003126,104
112000,-93502.3252463517,29175.796875,-64326.5283713517,298.020451008914,175.52540195999998,0.7415584847003126,104
113000,-94437.49625923012,29189.5546875,-65247.941571730116,298.16098220001436,175.52540195999998,0.7415584847003126,104
114000,-94198.40521766517,28786.0,-65412.405217665175,294.0388137296626,175.52540195999998,0.7415584847003126,104
115000,-94567.90611030434,29742.474609375,-64825.431500929335,303.80886373672047,175.52540195999998,0.7415584847003126,104
116000,-94167.9987921891,28439.09375,-65728.9050421891,290.4952890223255,175.52540195999998,0.7415584847003126,104
117000,-94374.34158851478,29371.3515625,-65002.990026014784,300.0179730102957,175.52540195999998,0.7415584847003126,103
118000,-93979.18734504555,29213.09765625,-64766.089688795546,298.4014653030132,175.52540195999998,0.7415584847003126,103
119000,-94287.85912086342,28782.6484375,-65505.21068336342,294.0045787035513,175.52540195999998,0.7415584847003126,103
120000,-94030.92623664711,29299.9296875,-64730.99654914711,299.288423805844,175.52540195999998,0.7415584847003126,103
121000,-94069.01351692055,29257.37109375,-64811.642423170546,298.8537028157706,175.52540195999998,0.7415584847003126,103
122000,-94230.3107276139,29129.796875,-65100.513852613905,297.5505772705841,175.52540195999998,0.7415584847003126,103
123000,-94277.60254432533,28851.1328125,-65426.46973182533,294.7041223839521,175.52540195999998,0.7415584847003126,103
124000,-94227.4248633561,28806.150390625,-65421.27447273109,294.24464284644034,175.52540195999998,0.7415584847003126,103
125000,-93752.39602424476,29505.9609375,-64246.435086744765,301.39296018954576,175.52540195999998,0.7415584847003126,103
126000,-93984.41628028725,29373.66796875,-64610.748311537245,300.0416342812561,175.52540195999998,0.7415584847003126,103
127000,-93744.172193068,29532.83984375,-64211.33234931801,301.6675187148046,175.52540195999998,0.7415584847003126,103
128000,-94438.84496833656,29187.51953125,-65251.32543708656,298.140193798378,175.52540195999998,0.7415584847003126,103
129000,-94222.97737647865,28704.3203125,-65518.65706397865,293.20448459680955,175.52540195999998,0.7415584847003126,103
130000,-94096.0064749894,28881.9921875,-65214.01428748939,295.0193399903385,175.52540195999998,0.7415584847003126,103
131000,-93996.45097114418,29268.73828125,-64727.71268989418,298.9698146176167,175.52540195999998,0.7415584847003126,103
132000,-94051.10107948158,29084.5703125,-64966.53076698158,297.0886039228953,175.52540195999998,0.7415584847003126,103
133000,-94369.68258430336,28880.943359375,-65488.73922492836,295.0086265818176,175.52540195999998,0.7415584847003126,103
134000,-93743.71819068764,29181.140625,-64562.577565687636,298.0750355260705,175.52540195999998,0.7415584847003126,103
135000,-94188.93993903969,29024.03515625,-65164.90478278969,296.47025870186104,175.52540195999998,0.7415584847003126,103
136000,-93895.95466377113,29252.22265625,-64643.73200752113,298.80111334675576,175.52540195999998,0.7415584847003126,103
137000,-94095.87363197182,28969.1875,-65126.686131971815,295.91000928271285,175.52540195999998,0.7415584847003126,103
138000,-93949.69479133461,29028.951171875,-64920.74361945961,296.52047406358736,175.52540195999998,0.7415584847003126,103
139000,-94164.44624854896,29191.04296875,-64973.403279798964,298.176184466854,175.52540195999998,0.7415584847003126,103
140000,-94084.70060493324,29669.9609375,-64414.73966743324,303.0681622131567,175.52540195999998,0.7415584847003126,103
141000,-94247.88041450355,28583.201171875,-65664.67924262855,291.9672953927057,175.52540195999998,0.7415584847003126,103
142000,-93405.0453849015,29263.34765625,-64141.6977286515,298.91475128890613,175.52540195999998,0.7415584847003126,103
143000,-93949.70741035316,28761.138671875,-65188.56873847816,293.7848640517074,175.52540195999998,0.7415584847003126,103
144000,-94414.61452247475,29336.2578125,-65078.356709974745,299.6595027601976,175.52540195999998,0.7415584847003126,103
145000,-94256.0378546891,29297.62890625,-64958.4089484391,299.2649221387349,175.52540195999998,0.7415584847003126,103
146000,-94081.10055305336,29787.85546875,-64293.24508430336,304.27241317244125,175.52540195999998,0.7415584847003126,103
147000,-94407.66113044594,29375.0546875,-65032.60644294594,300.05579912306206,175.52540195999998,0.7415584847003126,103
148000,-94355.39600898598,29816.505859375,-64538.890149610976,304.56506678434516,175.52540195999998,0.7415584847003126,103
149000,-94248.03698493812,29135.2109375,-65112.826047438124,297.6058800050716,175.52540195999998,0.7415584847003126,103
150000,-94079.8400397477,29118.55078125,-64961.289258497694,297.4357023985858,175.52540195999998,0.7415584847003126,103
151000,-94601.25132514809,29672.001953125,-64929.249372023085,303.0890104662373,175.52540195999998,0.7415584847003126,103
152000,-94288.66566230629,29768.71875,-64519.94691230629,304.0769383555188,175.52540195999998,0.7415584847003126,103
153000,-94520.32867957924,29208.27734375,-65312.05133582924,298.3522275148764,175.52540195999998,0.7415584847003126,103
154000,-94556.65409614418,29287.59375,-65269.06034614418,299.1624165652151,175.52540195999998,0.7415584847003126,103
155000,-94438.70739509437,29796.40625,-64642.301145094374,304.3597563800842,175.52540195999998,0.7415584847003126,103
156000,-94087.53898383949,28916.0,-65171.53898383949,295.3667177727688,175.52540195999998,0.7415584847003126,103
157000,-94578.40823890541,29343.15234375,-65235.25589515541,299.7299279595991,175.52540195999998,0.7415584847003126,103
158000,-94391.07507087562,29229.798828125,-65161.276242750624,298.5720618696088,175.52540195999998,0.7415584847003126,103
159000,-94242.69714118812,28998.6171875,-65244.079953688124,296.21062313670205,175.52540195999998,0.7415584847003126,103
160000,-94395.62673713539,29169.2265625,-65226.40017463539,297.95333758942763,175.52540195999998,0.7415584847003126,103
161000,-93833.11646034096,29089.017578125,-64744.098882215956,297.1340311690814,175.52540195999998,0.7415584847003126,103
162000,-94523.74561836098,29757.669921875,-64766.075696485976,303.96407848214363,175.52540195999998,0.7415584847003126,103
163000,-94239.94795753334,29409.54296875,-64830.40498878334,300.408084723921,175.52540195999998,0.7415584847003126,103
164000,-94436.99758293007,29029.689453125,-65407.30812980507,296.5280153455629,175.52540195999998,0.7415584847003126,103
165000,-93901.05234290932,29065.59375,-64835.458592909315,296.89476504544905,175.52540195999998,0.7415584847003126,103
166000,-94572.88797523353,29218.875,-65354.012975233534,298.46047882704426,175.52540195999998,0.7415584847003126,103
167000,-94354.62806465004,28789.51953125,-65565.10853340004,294.0747644971758,175.52540195999998,0.7415584847003126,103
168000,-94229.63080360267,29318.8125,-64910.818303602675,299.4813050601822,175.52540195999998,0.7415584847003126,103
169000,-93939.22913886879,29308.876953125,-64630.35218574379,299.3798169612146,175.52540195999998,0.7415584847003126,103
170000,-94159.68980171059,29612.40234375,-64547.287457960585,302.48022152580177,175.52540195999998,0.7415584847003126,103
171000,-94538.40809394691,28954.734375,-65583.67371894691,295.762375720228,175.52540195999998,0.7415584847003126,103
172000,-94298.61154701088,29328.07421875,-64970.53732826088,299.5759102430609,175.52540195999998,0.7415584847003126,103
173000,-94208.01010658119,29395.947265625,-64812.06284095619,300.26920942277826,175.52540195999998,0.7415584847003126,103
174000,-94430.4876380143,28888.26953125,-65542.2181067643,295.0834608376123,175.52540195999998,0.7415584847003126,103
175000,-94339.75150825355,29191.65234375,-65148.099164503554,298.18240901705605,175.52540195999998,0.7415584847003126,103
176000,-94368.9778723893,29004.419921875,-65364.557950514296,296.26989601699154,175.52540195999998,0.7415584847003126,103
177000,-94316.3770117936,30079.119140625,-64237.25787116859,307.24756861469336,175.52540195999998,0.7415584847003126,103
178000,-94258.84290840004,28901.0859375,-65357.75697090004,295.2143758966697,175.52540195999998,0.7415584847003126,103
179000,-93913.97290565346,28702.068359375,-65211.904546278456,293.1814816917359,175.52540195999998,0.7415584847003126,103
180000,-94214.79446937416,29461.34765625,-64753.44681312416,300.93725129302186,175.52540195999998,0.7415584847003126,103
181000,-94585.15641548012,29359.140625,-65226.015790480116,299.8932426004775,175.52540195999998,0.7415584847003126,103
182000,-94425.96554328773,29651.861328125,-64774.10421516273,302.88328110186666,175.52540195999998,0.7415584847003126,103
183000,-94684.27701331947,29543.19921875,-65141.07779456947,301.7733360682396,175.52540195999998,0.7415584847003126,103
184000,-94007.50328590248,29111.8046875,-64895.69859840248,297.3667934357719,175.52540195999998,0.7415584847003126,103
185000,-94342.1043982682,29042.82421875,-65299.2801795182,296.66218233309127,175.52540195999998,0.7415584847003126,103
186000,-94321.37584831093,29267.33984375,-65054.03600456093,298.9555300729223,175.52540195999998,0.7415584847003126,103
187000,-94654.34959174965,29046.177734375,-65608.17185737465,296.69643730968403,175.52540195999998,0.7415584847003126,103
188000,-94554.83691169594,29403.328125,-65151.50878669594,300.34460229205257,175.52540195999998,0.7415584847003126,103
