#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
57000,-93375.51176538978,29120.734375,-64254.777390389776,297.4580070368099,175.99471568999994,0.7395810186320653,106
58000,-93596.09847345862,29402.08984375,-64194.00862970862,300.3319536868343,175.99471568999994,0.7395810186320653,106
59000,-93325.18364038978,28990.603515625,-64334.580124764776,296.1287663114487,175.99471568999994,0.7395810186320653,106
60000,-93457.15303125892,29252.91015625,-64204.24287500892,298.8081359162145,175.99471568999994,0.7395810186320653,106
61000,-93913.57658472571,29059.34765625,-64854.22892847571,296.83096340587787,175.99471568999994,0.7395810186320653,106
62000,-93737.20542994056,29439.44921875,-64297.75621119056,300.71356649537597,175.99471568999994,0.7395810186320653,106
63000,-93928.90048304114,29367.3203125,-64561.58017054114,299.97679521665134,175.99471568999994,0.7395810186320653,106
64000,-94092.24102106605,29375.1953125,-64717.045708566046,300.05723555772414,175.99471568999994,0.7395810186320653,106
65000,-93829.19716730628,29013.84765625,-64815.34951105628,296.36619699079074,175.99471568999994,0.7395810186320653,106
66000,-93541.08532038245,29041.16796875,-64499.91735163245,296.6452643248498,175.99471568999994,0.7395810186320653,106
67000,-93466.6456612638,29470.58203125,-63996.0636300138,301.03157716916076,175.99471568999994,0.7395810186320653,106
68000,-93737.37546625648,29410.828125,-64326.547341256475,300.4212121406933,175.99471568999994,0.7395810186320653,106
69000,-93597.27993479285,28923.48828125,-64673.79165354285,295.44320791852107,175.99471568999994,0.7395810186320653,106
70000,-93963.45633020911,29128.33984375,-64835.11648645911,297.5356942114471,175.99471568999994,0.7395810186320653,106
71000,-93964.05653467689,29733.703125,-64230.353409676885,303.71926612467735,175.99471568999994,0.7395810186320653,106
72000,-93995.53863611732,29342.345703125,-64653.192932992315,299.7216884107739,175.99471568999994,0.7395810186320653,106
73000,-94013.92503443274,29019.091796875,-64994.833237557745,296.419764033395,175.99471568999994,0.7395810186320653,106
74000,-93997.91266718421,29112.45703125,-64885.45563593421,297.3734568965652,175.99471568999994,0.7395810186320653,106
75000,-93259.61947718177,29772.580078125,-63487.03939905677,304.11638045727994,175.99471568999994,0.7395810186320653,105
76000,-93547.12468042884,29177.69921875,-64369.42546167884,298.039882777814,175.99471568999994,0.7395810186320653,105
77000,-92835.3234032682,29045.8671875,-63789.456215768194,296.69326518313875,175.99471568999994,0.7395810186320653,105
78000,-93718.80243006263,29218.90625,-64499.89618006263,298.4607980347469,175.99471568999994,0.7395810186320653,105
79000,-93809.63818445716,29003.6953125,-64805.94287195716,296.26249438838585,175.99471568999994,0.7395810186320653,105
80000,-93609.1809510282,29498.96484375,-64110.216107278204,301.3214975651106,175.99471568999994,0.7395810186320653,105
81000,-93841.18943110023,29466.34765625,-64374.841774850225,300.988324525449,175.99471568999994,0.7395810186320653,105
82000,-93623.75217524085,28659.7890625,-64963.96311274085,292.7496136205051,175.99471568999994,0.7395810186320653,105
83000,-93403.91450586829,28966.91796875,-64436.99653711829,295.8868268233064,175.99471568999994,0.7395810186320653,105
84000,-93849.90043726478,29132.9375,-64716.962937264776,297.58265764470235,175.99471568999994,0.7395810186320653,105
85000,-94046.2147072843,29398.091796875,-64648.12291040931,300.29111505137394,175.99471568999994,0.7395810186320653,105
86000,-94202.71474161658,29371.88671875,-64830.82802286658,300.02343944220394,175.99471568999994,0.7395810186320653,105
87000,-94229.81648340735,29479.71875,-64750.097733407354,301.12490552122875,175.99471568999994,0.7395810186320653,105
88000,-93750.17358484778,29159.734375,-64590.439209847784,297.8563782497417,175.99471568999994,0.7395810186320653,105
89000,-93614.48754969153,29560.724609375,-64053.762940316534,301.9523517379931,175.99471568999994,0.7395810186320653,105
90000,-93803.80993738685,29134.443359375,-64669.366578011846,297.59803946587476,175.99471568999994,0.7395810186320653,105
91000,-93971.63025751624,29560.70703125,-64410.92322626624,301.9521721836603,175.99471568999994,0.7395810186320653,105
92000,-93569.1360329679,29011.59765625,-64557.5383767179,296.3432140361985,175.99471568999994,0.7395810186320653,105
93000,-93744.27919855628,29342.94140625,-64401.33779230628,299.72777330760607,175.99471568999994,0.7395810186320653,105
94000,-94182.34162226233,29700.86328125,-64481.478341012335,303.38381873013424,175.99471568999994,0.7395810186320653,105
95000,-94062.9013756803,29531.5078125,-64531.3935631803,301.65391248647825,175.99471568999994,0.7395810186320653,105
96000,-93783.91804590735,28906.041015625,-64877.877030282354,295.2649902680243,175.99471568999994,0.7395810186320653,105
97000,-93843.30188074622,29064.92578125,-64778.37609949622,296.8879419808045,175.99471568999994,0.7395810186320653,105
98000,-94303.31604853187,28896.296875,-65407.019173531866,295.1654573162356,175.99471568999994,0.7395810186320653,106
99000,-93946.53511133704,28872.732421875,-65073.80268946204,294.9247547579412,175.99471568999994,0.7395810186320653,106
100000,-93742.68489161048,28962.359375,-64780.32551661048,295.8402623996795,175.99471568999994,0.7395810186320653,105
