z_angstrom,rho_Li_1_per_nm3,rho_PF6_1_per_nm3,rho_EC_1_per_nm3,rho_DMC_1_per_nm3,rho_Li_std_1_per_nm3,rho_PF6_std_1_per_nm3,rho_EC_std_1_per_nm3,rho_DMC_std_1_per_nm3,rho_charge_e_per_nm3,rho_charge_std_e_per_nm3,z_cathode_angstrom,z_anode_angstrom
32.625,0.32323232323232315,0.25344352617079885,1.318640955004591,2.523415977961432,0.14954051780218386,0.1326897474247085,0.09127473748238142,0.2817170159227962,0.06978879706152431,0.18291863504850292,16.0,74.0
33.375,0.25711662075298436,0.2754820936639118,1.333333333333333,2.8099173553719003,0.16832233957597206,0.06228034878902907,0.1788159624556559,0.47856066926704804,-0.018365472910927452,0.18227211424498813,16.0,74.0
34.125,0.202020202020202,0.29752066115702475,1.2268135904499538,2.7805325987144163,0.13243530855698765,0.17100612447360555,0.28433880438573594,0.46326882665736435,-0.09550045913682276,0.12000961801803149,16.0,74.0
34.875,0.22773186409550042,0.29752066115702475,1.3223140495867767,2.7438016528925613,0.09418462005478848,0.11276460189538107,0.2886360632782683,0.5735499259345541,-0.06978879706152431,0.1388993234247128,16.0,74.0
35.625,0.26813590449954083,0.1542699724517906,1.31129476584022,2.629935720844811,0.17208751919371865,0.11065102171821535,0.5932076179686073,0.38772466815946066,0.11386593204775021,0.1897074234507508,16.0,74.0
36.375,0.33792470156106513,0.08448117539026628,1.1496786042240585,2.350780532598714,0.15066405364182686,0.12292525642373926,0.3240348164917433,0.4114849679046478,0.25344352617079885,0.19496833097653202,16.0,74.0
37.125,0.35629017447199257,0.058769513314967846,1.1864095500459135,2.5564738292011016,0.16457349360675735,0.12140675027392768,0.37963702578503966,0.09838821109993648,0.29752066115702475,0.22657367145331325,16.0,74.0
37.875,0.22038567493112943,0.06978879706152431,1.0872359963269052,2.4132231404958673,0.062280348789029084,0.1460026219603437,0.30300247527846225,0.20310253518382726,0.1505968778696051,0.19147712057268487,16.0,74.0
38.625,0.16896235078053257,0.04775022956841138,1.2341597796143249,2.4058769513314964,0.14010821761440329,0.10677275925618829,0.26847532512917743,0.20615192213630534,0.12121212121212119,0.1645734936067574,16.0,74.0
39.375,0.09550045913682276,0.11753902662993569,1.2194674012855828,2.1634527089072537,0.03981539648976822,0.1556196155321569,0.1691219751437478,0.5944571949560825,-0.02203856749311294,0.17001706976724504,16.0,74.0
40.125,0.12855831037649218,0.16161616161616157,1.168044077134986,1.917355371900826,0.10059183792565032,0.133323720204823,0.42984623771015273,0.26186098986428014,-0.033057851239669415,0.12140675027392768,16.0,74.0
40.875,0.12488521579430668,0.2644628099173553,1.168044077134986,1.9871441689623504,0.12415385697818598,0.1321803799114533,0.34422403476299873,0.35763192491131185,-0.13957759412304863,0.05291041429159938,16.0,74.0
41.625,0.1542699724517906,0.3599632690541781,1.2231404958677683,1.7851239669421484,0.13345015334864974,0.06697734629498792,0.3910164022431836,0.36968926031474386,-0.20569329660238747,0.1544229422191214,16.0,74.0
42.375,0.2240587695133149,0.2901744719926537,1.1202938475665747,1.781450872359963,0.0845609875718739,0.19669069951133572,0.27973454934302694,0.5961003624285576,-0.06611570247933883,0.2136244778489674,16.0,74.0
43.125,0.33792470156106513,0.14325068870523414,1.0909090909090906,2.027548209366391,0.12630853159999555,0.10661469438898064,0.24898596628220124,0.6293491447461356,0.194674012855831,0.18069236181816478,16.0,74.0
43.875,0.35261707988980706,0.14325068870523414,1.0468319559228647,2.02020202020202,0.07505166847273664,0.11859602784913084,0.20818703487152673,0.5368564180805679,0.20936639118457295,0.13345015334864976,16.0,74.0
44.625,0.2607897153351698,0.2240587695133149,1.0174471992653809,2.0459136822773183,0.05865461679585422,0.15979016884595926,0.3327649356797556,0.2931580523670877,0.036730945821854905,0.16528925619834708,16.0,74.0
45.375,0.16528925619834708,0.3085399449035812,1.2084481175390265,1.796143250688705,0.04682295237458938,0.18383829210273198,0.22282094968746524,0.4650491690877179,-0.14325068870523414,0.15926158595907283,16.0,74.0
46.125,0.1579430670339761,0.404040404040404,1.0798898071625342,1.932047750229568,0.09507569590850161,0.17805986620445652,0.0875014086286251,0.5632843535410502,-0.24609733700642786,0.24999989459666674,16.0,74.0
46.875,0.20936639118457295,0.33057851239669417,1.0027548209366388,1.8218549127640034,0.1371889762863772,0.17080877169640285,0.2732076293353772,0.5659725066655951,-0.12121212121212119,0.2573133184388375,16.0,74.0
47.625,0.29384756657483924,0.28282828282828276,1.1864095500459135,1.8255280073461888,0.07682828526483704,0.04228049378593695,0.23966766233623243,0.668084309562612,0.01101928374655647,0.0932850328683217,16.0,74.0
48.375,0.41138659320477494,0.32690541781450866,0.966023875114784,1.7887970615243338,0.23754729336279184,0.035326692491591094,0.2656970485047825,0.6532792589388672,0.08448117539026628,0.2469456207746058,16.0,74.0
49.125,0.4591368227731863,0.3856749311294765,1.0982552800734617,1.895316804407713,0.16630643045247778,0.10225462557998202,0.19147712057268484,0.572784917741296,0.07346189164370981,0.24502596995640646,16.0,74.0
49.875,0.3856749311294765,0.5583103764921945,1.0137741046831954,2.089990817263544,0.1751954456229468,0.13089828966909428,0.2115619578010535,0.3842292200463518,-0.17263544536271805,0.17061119063351463,16.0,74.0
50.625,0.44077134986225885,0.5289256198347106,0.8448117539026628,2.0348943985307617,0.14166435831534901,0.1665091196568321,0.148067176277292,0.18657006573664345,-0.08815426997245177,0.2123576054297485,16.0,74.0
51.375,0.4481175390266298,0.5325987144168961,0.786042240587695,1.8769513314967856,0.1897963002058962,0.06871730737876842,0.2247051448181125,0.5315527552691565,-0.08448117539026628,0.22923759451430556,16.0,74.0
52.125,0.36363636363636354,0.4664830119375573,0.6538108356290173,1.8402203856749308,0.18881635500422222,0.1236093198932146,0.18666043632355425,0.3550288656460756,-0.10284664830119374,0.1236093198932146,16.0,74.0
52.875,0.28282828282828276,0.38200183654729103,0.8337924701561064,1.9871441689623504,0.15830568917913643,0.09665893382509287,0.1208498356390237,0.1326897474247085,-0.09917355371900824,0.16961983308016623,16.0,74.0
