z_angstrom,LiA_number_density_per_nm3,PF6_number_density_per_nm3,ECA_number_density_per_nm3,DMC_number_density_per_nm3
5.942404,5.6876559636e-01,7.8995221716e-03,9.3214361625e-01,6.2406225156e-01
6.109795,1.2007273701e+00,1.5799044343e-02,7.6625365065e-01,7.1095699545e-01
6.277187,1.7457943999e+00,2.3698566515e-02,5.6876559636e-01,1.1691292814e+00
6.444579,1.5088087348e+00,0.0000000000e+00,7.5835412848e-01,1.3745168579e+00
6.611970,8.6104791671e-01,3.9497610858e-02,7.6625365065e-01,1.7299953556e+00
6.779362,5.9246416287e-01,6.3196177373e-02,7.4255508413e-01,2.1644690750e+00
6.946753,5.2136846333e-01,9.4794266059e-02,9.0054552756e-01,2.8517275040e+00
7.114145,5.2926798550e-01,1.1059331040e-01,1.2086268923e+00,3.9576606080e+00
7.281537,3.0808136469e-01,1.7378948778e-01,1.5404068235e+00,5.3400769880e+00
7.448928,1.6588996560e-01,3.1598088686e-01,2.1407705085e+00,6.1853258604e+00
7.616320,1.5799044343e-01,4.0287563075e-01,2.4093542623e+00,6.8883833337e+00
7.783712,7.8995221716e-02,5.2926798550e-01,3.0255169917e+00,7.2201632649e+00
7.951103,5.5296655201e-02,7.2675603979e-01,3.3177993121e+00,7.7336322060e+00
8.118495,1.0269378823e-01,7.0305747327e-01,3.0018184252e+00,7.5124455852e+00
8.285887,7.1095699545e-02,6.5566034024e-01,3.1045122134e+00,7.6862350730e+00
8.453278,7.1095699545e-02,7.5835412848e-01,2.9149236813e+00,8.5709815562e+00
8.620670,9.4794266059e-02,8.0575126151e-01,2.8359284596e+00,8.6499767779e+00
8.788062,1.7378948778e-01,8.1365078368e-01,2.4172537845e+00,8.4998858567e+00
8.955453,1.6588996560e-01,1.0427369267e+00,2.2355647746e+00,8.2076035363e+00
9.122845,3.0018184252e-01,6.7145938459e-01,2.0775743311e+00,8.3181968467e+00
9.290237,3.0808136469e-01,8.7684696105e-01,1.8168900995e+00,7.5124455852e+00
9.457628,4.1077515292e-01,7.5045460630e-01,1.8010910551e+00,6.9199814223e+00
9.625020,6.0036368504e-01,6.5566034024e-01,1.7378948778e+00,6.0194358948e+00
9.792412,7.2675603979e-01,5.2926798550e-01,1.6825982226e+00,5.4901679093e+00
9.959803,8.6104791671e-01,4.5027276378e-01,1.7378948778e+00,4.7081152143e+00
10.127195,9.6374170494e-01,4.1077515292e-01,1.6273015674e+00,3.7680720759e+00
10.294586,1.3508182913e+00,3.9497610858e-01,1.6352010895e+00,3.2546031347e+00
10.461978,1.3824163800e+00,3.4757897555e-01,1.3508182913e+00,2.8122298931e+00
10.629370,1.2402249809e+00,2.2908614298e-01,1.5404068235e+00,2.6305408831e+00
10.796761,1.6431006117e+00,2.3698566515e-01,1.6352010895e+00,2.6305408831e+00
10.964153,1.4061149465e+00,1.8958853212e-01,1.4693111239e+00,2.6305408831e+00
11.131545,1.3903159022e+00,2.2908614298e-01,1.7773924886e+00,2.8280289374e+00
11.298936,1.2876221140e+00,2.8438279818e-01,1.6588996560e+00,3.2704021791e+00
11.466328,1.1375311927e+00,4.2657419727e-01,1.9353829320e+00,3.4994883220e+00
11.633720,1.1691292814e+00,4.5817228595e-01,1.9827800651e+00,3.8154692089e+00
11.801111,1.0743350153e+00,4.6607180813e-01,2.2118662081e+00,4.0840529627e+00
11.968503,9.2424409408e-01,5.6876559636e-01,2.0775743311e+00,4.3763352831e+00
12.135895,7.4255508413e-01,6.4776081807e-01,2.2592633411e+00,4.6686176034e+00
12.303286,7.4255508413e-01,6.5566034024e-01,2.1486700307e+00,5.0319956233e+00
12.470678,6.0826320721e-01,7.4255508413e-01,2.0854738533e+00,5.1188903672e+00
12.638070,5.2136846333e-01,8.4524887236e-01,1.9669810207e+00,5.1109908450e+00
12.805461,4.5027276378e-01,7.7415317282e-01,2.2750623854e+00,5.4427707762e+00
12.972853,3.9497610858e-01,8.5314839453e-01,2.0301771981e+00,5.5296655201e+00
13.140245,4.5027276378e-01,9.9533979362e-01,1.8563877103e+00,5.8061487961e+00
13.307636,3.3177993121e-01,1.1454307149e+00,1.7378948778e+00,5.7824502296e+00
13.475028,3.9497610858e-01,1.0585359710e+00,1.5246077791e+00,5.8693449735e+00
13.642419,3.0018184252e-01,1.1217321484e+00,1.7062967891e+00,6.0115363726e+00
13.809811,3.4757897555e-01,1.1928278479e+00,1.7062967891e+00,5.5059669536e+00
13.977203,2.4488518732e-01,1.2244259366e+00,1.4377130352e+00,5.5928616975e+00
14.144594,2.2908614298e-01,1.0822345375e+00,1.6115025230e+00,5.1820865446e+00
14.311986,3.3967945338e-01,1.2323254588e+00,1.4140144687e+00,5.1030913229e+00
14.479378,3.0808136469e-01,9.9533979362e-01,1.5246077791e+00,5.5217659980e+00
14.646769,4.3447371944e-01,1.0664354932e+00,1.5404068235e+00,5.1899860668e+00
14.814161,3.4757897555e-01,1.0506364488e+00,1.6510001339e+00,4.8029094803e+00
14.981553,4.2657419727e-01,1.0427369267e+00,1.5404068235e+00,4.9687994459e+00
15.148944,4.4237324161e-01,9.0054552756e-01,1.4772106461e+00,4.7950099582e+00
15.316336,5.4506702984e-01,7.8205269499e-01,1.8010910551e+00,4.7634118695e+00
15.483728,5.2926798550e-01,9.3214361625e-01,1.8247896216e+00,4.9687994459e+00
15.651119,5.2136846333e-01,6.0826320721e-01,1.7062967891e+00,5.1188903672e+00
15.818511,6.3196177373e-01,7.7415317282e-01,1.8010910551e+00,4.2894405392e+00
15.985903,8.0575126151e-01,6.3196177373e-01,1.7694929664e+00,4.4316319383e+00
16.153294,6.9515795110e-01,4.5817228595e-01,1.9195838877e+00,4.6291199926e+00
16.320686,8.1365078368e-01,4.5817228595e-01,1.9827800651e+00,4.7002156921e+00
16.488078,9.8744027145e-01,4.6607180813e-01,1.9985791094e+00,4.7634118695e+00
16.655469,8.5314839453e-01,3.7917706424e-01,1.8563877103e+00,4.9451008794e+00
16.822861,8.3734935019e-01,4.3447371944e-01,1.9590814986e+00,4.6528185591e+00
16.990252,9.9533979362e-01,4.6607180813e-01,1.9985791094e+00,4.7871104360e+00
17.157644,1.0664354932e+00,4.5817228595e-01,1.9669810207e+00,4.7160147365e+00
17.325036,8.1365078368e-01,3.9497610858e-01,2.0696748090e+00,5.0477946677e+00
17.492427,1.1691292814e+00,3.2388040904e-01,2.1328709863e+00,4.8108090025e+00
17.659819,7.8995221716e-01,5.6086607418e-01,2.0301771981e+00,4.8187085247e+00
17.827211,1.0348374045e+00,4.2657419727e-01,1.9511819764e+00,5.3321774658e+00
17.994602,9.1634457191e-01,3.6337801989e-01,2.0301771981e+00,4.7555123473e+00
18.161994,1.1138326262e+00,4.6607180813e-01,2.0459762424e+00,4.6607180813e+00
18.329386,9.9533979362e-01,5.3716750767e-01,2.0933733755e+00,4.9451008794e+00
18.496777,1.1375311927e+00,4.5027276378e-01,2.0064786316e+00,4.7081152143e+00
18.664169,9.9533979362e-01,4.9766989681e-01,1.8958853212e+00,4.7239142586e+00
18.831561,9.1634457191e-01,5.6876559636e-01,2.1565695529e+00,5.3163784215e+00
18.998952,8.5314839453e-01,5.8456464070e-01,1.8879857990e+00,5.2136846333e+00
19.166344,9.2424409408e-01,5.6876559636e-01,2.0459762424e+00,5.1267898894e+00
19.333736,8.7684696105e-01,7.4255508413e-01,2.0143781538e+00,4.8582061355e+00
19.501127,8.6104791671e-01,7.5045460630e-01,2.0459762424e+00,4.6844166478e+00
19.668519,6.5566034024e-01,6.4776081807e-01,2.1723685972e+00,5.2689812885e+00
19.835911,7.4255508413e-01,7.0305747327e-01,1.9985791094e+00,5.5059669536e+00
20.003302,3.9497610858e-01,7.0305747327e-01,2.1802681194e+00,5.0872922785e+00
20.170694,4.6607180813e-01,7.5835412848e-01,1.9906795872e+00,5.0240961011e+00
20.338085,4.5817228595e-01,5.7666511853e-01,2.0380767203e+00,5.2689812885e+00
20.505477,3.5547849772e-01,6.1616272939e-01,2.0143781538e+00,5.3637755545e+00
20.672869,3.5547849772e-01,6.0826320721e-01,1.8326891438e+00,5.1978855889e+00
20.840260,2.5278470949e-01,5.6876559636e-01,1.9353829320e+00,4.7160147365e+00
21.007652,2.4488518732e-01,6.0036368504e-01,1.6352010895e+00,4.7950099582e+00
21.175044,3.3967945338e-01,6.5566034024e-01,1.7694929664e+00,4.9766989681e+00
21.342435,2.2908614298e-01,5.4506702984e-01,1.8484881882e+00,4.8187085247e+00
21.509827,2.0538757646e-01,6.2406225156e-01,1.7457943999e+00,4.5975219039e+00
21.677219,2.6858375384e-01,5.3716750767e-01,1.8563877103e+00,5.0003975346e+00
21.844610,3.2388040904e-01,6.1616272939e-01,1.7141963112e+00,4.6844166478e+00
22.012002,3.7917706424e-01,5.3716750767e-01,1.9116843655e+00,4.7081152143e+00
22.179394,3.7127754207e-01,5.4506702984e-01,2.0143781538e+00,4.7160147365e+00
22.346785,3.3177993121e-01,6.1616272939e-01,1.8247896216e+00,4.7713113917e+00
22.514177,4.0287563075e-01,4.4237324161e-01,1.6825982226e+00,4.7081152143e+00
22.681569,3.3967945338e-01,3.7127754207e-01,1.8010910551e+00,4.9530004016e+00
22.848960,4.8187085247e-01,3.7127754207e-01,1.7299953556e+00,4.5896223817e+00
23.016352,4.4237324161e-01,4.7397133030e-01,2.0143781538e+00,4.4711295491e+00
23.183744,5.0556941898e-01,5.2136846333e-01,2.0617752868e+00,4.7160147365e+00
23.351135,5.1346894116e-01,4.1867467510e-01,1.9906795872e+00,4.8661056577e+00
23.518527,4.5027276378e-01,4.7397133030e-01,2.1723685972e+00,5.1820865446e+00
23.685918,6.0826320721e-01,4.2657419727e-01,2.1723685972e+00,4.8582061355e+00
23.853310,6.3986129590e-01,5.1346894116e-01,2.5041485284e+00,5.2373831998e+00
24.020702,6.4776081807e-01,5.2926798550e-01,2.1091724198e+00,5.3479765102e+00
24.188093,6.3196177373e-01,5.1346894116e-01,2.4488518732e+00,5.1899860668e+00
24.355485,5.7666511853e-01,5.2926798550e-01,1.9195838877e+00,5.1662875002e+00
24.522877,6.0826320721e-01,5.2136846333e-01,2.4488518732e+00,5.2768808106e+00
24.690268,7.1885651762e-01,5.6086607418e-01,2.5357466171e+00,4.8898042242e+00
24.857660,6.3986129590e-01,5.4506702984e-01,2.5041485284e+00,4.8503066134e+00
25.025052,5.6876559636e-01,4.9766989681e-01,2.0933733755e+00,5.5770626532e+00
25.192443,5.5296655201e-01,6.1616272939e-01,2.4172537845e+00,5.1346894116e+00
25.359835,5.4506702984e-01,4.6607180813e-01,2.3461580850e+00,5.1662875002e+00
25.527227,6.1616272939e-01,5.5296655201e-01,2.2987609519e+00,5.0319956233e+00
25.694618,5.7666511853e-01,4.6607180813e-01,2.2118662081e+00,5.1346894116e+00
25.862010,6.8725842893e-01,5.2926798550e-01,2.0222776759e+00,4.8977037464e+00
26.029402,7.2675603979e-01,4.4237324161e-01,2.1407705085e+00,5.1030913229e+00
26.196793,7.6625365065e-01,3.4757897555e-01,1.9985791094e+00,4.7081152143e+00
26.364185,8.2944982802e-01,3.6337801989e-01,1.8958853212e+00,4.9293018351e+00
26.531577,6.3196177373e-01,3.3967945338e-01,2.1170719420e+00,4.5896223817e+00
26.698968,8.4524887236e-01,3.9497610858e-01,1.6510001339e+00,4.5975219039e+00
26.866360,6.1616272939e-01,2.2118662081e-01,1.6273015674e+00,3.7127754207e+00
27.033751,5.6086607418e-01,2.6858375384e-01,1.8484881882e+00,4.2973400614e+00
27.201143,5.3716750767e-01,3.0808136469e-01,1.6273015674e+00,3.8154692089e+00
27.368535,2.8438279818e-01,3.5547849772e-01,1.5878039565e+00,3.3967945338e+00
27.535926,3.8707658641e-01,2.8438279818e-01,1.5720049122e+00,3.6021821103e+00
27.703318,2.7648327601e-01,4.6607180813e-01,1.5483063456e+00,3.5231868885e+00
27.870710,2.0538757646e-01,4.8977037464e-01,1.7536939221e+00,4.1788472288e+00
28.038101,1.8168900995e-01,5.1346894116e-01,1.7378948778e+00,4.1314500958e+00
28.205493,1.4219139909e-01,6.3986129590e-01,1.8563877103e+00,4.4790290713e+00
28.372885,2.1328709863e-01,6.9515795110e-01,1.8326891438e+00,4.8108090025e+00
28.540276,1.5799044343e-01,6.0826320721e-01,1.5641053900e+00,5.6639573971e+00
28.707668,1.0269378823e-01,7.1095699545e-01,1.6431006117e+00,5.8693449735e+00
28.875060,1.2639235475e-01,6.0826320721e-01,1.5562058678e+00,5.8298473627e+00
29.042451,1.0269378823e-01,6.2406225156e-01,1.5325073013e+00,5.9088425844e+00
29.209843,8.6894743888e-02,5.9246416287e-01,1.5325073013e+00,6.2327229934e+00
29.377235,1.1059331040e-01,5.0556941898e-01,1.5562058678e+00,5.8298473627e+00
29.544626,5.5296655201e-02,5.0556941898e-01,1.6825982226e+00,5.6481583527e+00
29.712018,7.8995221716e-02,4.8977037464e-01,1.6431006117e+00,5.7666511853e+00
29.879410,7.1095699545e-02,5.6086607418e-01,1.7852920108e+00,5.5138664758e+00
30.046801,5.5296655201e-02,5.8456464070e-01,1.9195838877e+00,5.4111726876e+00
30.214193,3.1598088686e-02,6.7935890676e-01,1.9432824542e+00,5.9246416287e+00
30.381584,5.5296655201e-02,9.0844504974e-01,1.6352010895e+00,6.5329048359e+00
30.548976,7.1095699545e-02,8.3734935019e-01,1.7615934443e+00,7.0542732993e+00
30.716368,8.6894743888e-02,7.9785173933e-01,1.7220958334e+00,8.0180150042e+00
30.883759,7.8995221716e-02,6.9515795110e-01,1.8010910551e+00,8.0654121372e+00
31.051151,5.5296655201e-02,5.2136846333e-01,1.7931915330e+00,7.8916226494e+00
31.218543,1.1059331040e-01,2.2908614298e-01,1.7141963112e+00,7.6151393734e+00
31.385934,1.9748805429e-01,1.8958853212e-01,1.6352010895e+00,7.1411680431e+00
31.553326,3.5547849772e-01,7.8995221716e-02,2.0143781538e+00,6.3117182151e+00
31.720718,5.2926798550e-01,4.7397133030e-02,1.6983972669e+00,5.1109908450e+00
31.888109,8.6104791671e-01,3.9497610858e-02,1.8010910551e+00,4.4237324161e+00
32.055501,1.2165264144e+00,1.0269378823e-01,1.6036030008e+00,3.4678902333e+00
32.222893,1.8879857990e+00,4.7397133030e-02,1.6588996560e+00,3.1677083908e+00
32.390284,2.0854738533e+00,7.1095699545e-02,1.5009092126e+00,2.8122298931e+00
32.557676,1.9985791094e+00,3.9497610858e-02,1.2323254588e+00,2.9070241592e+00
32.725068,2.0143781538e+00,6.3196177373e-02,1.2876221140e+00,2.7016365827e+00
32.892459,1.7062967891e+00,3.9497610858e-02,8.9264600539e-01,2.5673447058e+00
33.059851,1.9906795872e+00,1.5799044343e-02,4.9766989681e-01,2.3224595185e+00
33.227243,2.3145599963e+00,2.3698566515e-02,4.2657419727e-01,1.6115025230e+00
33.394634,2.3382585628e+00,3.1598088686e-02,4.0287563075e-01,1.2165264144e+00
33.562026,2.5278470949e+00,1.5799044343e-02,3.0808136469e-01,1.2086268923e+00
33.729417,2.9465217700e+00,7.8995221716e-03,3.3177993121e-01,1.3192202027e+00
33.896809,3.3098997899e+00,0.0000000000e+00,2.0538757646e-01,1.8642872325e+00
34.064201,3.4204931003e+00,0.0000000000e+00,2.1328709863e-01,3.1598088686e+00
34.231592,3.1203112578e+00,0.0000000000e+00,2.0538757646e-01,5.3242779437e+00
34.398984,2.3382585628e+00,0.0000000000e+00,1.8958853212e-01,9.8428046258e+00
34.566376,1.6983972669e+00,7.8995221716e-03,2.9228232035e-01,1.4890599294e+01
34.733767,9.6374170494e-01,0.0000000000e+00,2.9228232035e-01,1.9219537444e+01
34.901159,5.0556941898e-01,0.0000000000e+00,3.3177993121e-01,1.8777164202e+01
35.068551,2.1328709863e-01,0.0000000000e+00,5.4506702984e-01,1.5830642432e+01
35.235942,1.1849283257e-01,0.0000000000e+00,9.0844504974e-01,1.2062570356e+01
35.403334,5.5296655201e-02,0.0000000000e+00,1.4930096904e+00,7.6309384178e+00
35.570726,3.9497610858e-02,0.0000000000e+00,2.8438279818e+00,4.9924980125e+00
35.738117,3.1598088686e-02,0.0000000000e+00,6.6592971907e+00,3.0018184252e+00
35.905509,2.3698566515e-02,0.0000000000e+00,1.3444986736e+01,2.5831437501e+00
36.072901,1.5799044343e-02,0.0000000000e+00,2.2221355869e+01,2.4725504397e+00
36.240292,2.3698566515e-02,0.0000000000e+00,2.9623208144e+01,2.2355647746e+00
36.407684,1.5799044343e-02,0.0000000000e+00,2.0815240922e+01,3.2941007456e+00
36.575075,0.0000000000e+00,0.0000000000e+00,5.6481583527e+00,4.2420434062e+00
36.742467,0.0000000000e+00,0.0000000000e+00,1.1849283257e+00,3.7838711202e+00
36.909859,0.0000000000e+00,0.0000000000e+00,2.6858375384e-01,1.3192202027e+00
37.077250,0.0000000000e+00,0.0000000000e+00,6.3196177373e-02,2.0538757646e-01
37.244642,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.8995221716e-03
37.412034,7.8995221716e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.579425,2.3698566515e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.746817,8.6894743888e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.914209,1.0269378823e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.081600,7.8995221716e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.248992,1.5799044343e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.416384,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.583775,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.751167,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.918559,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.085950,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.253342,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.420734,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.588125,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.755517,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.922908,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
40.090300,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
