z_angstrom,LiA_number_density_per_nm3,PF6_number_density_per_nm3,ECA_number_density_per_nm3,DMC_number_density_per_nm3
5.942404,7.7415317282e-01,5.6086607418e-01,1.0269378823e+00,3.5468854551e+00
6.109795,1.1296316705e+00,6.7145938459e-01,9.7164122711e-01,2.6700384940e+00
6.277187,1.2955216361e+00,8.4524887236e-01,1.0269378823e+00,2.5199475727e+00
6.444579,1.4219139909e+00,8.5314839453e-01,9.7954074928e-01,2.7411341936e+00
6.611970,1.8326891438e+00,1.0506364488e+00,1.2086268923e+00,2.5594451836e+00
6.779362,2.1881676415e+00,1.0190383601e+00,1.6194020452e+00,3.0571150804e+00
6.946753,1.6983972669e+00,1.1612297592e+00,1.8326891438e+00,3.9418615636e+00
7.114145,1.4377130352e+00,1.1849283257e+00,2.1644690750e+00,4.9451008794e+00
7.281537,9.6374170494e-01,1.2560240253e+00,2.6700384940e+00,5.3400769880e+00
7.448928,8.4524887236e-01,1.3824163800e+00,3.2072060017e+00,5.9088425844e+00
7.616320,6.4776081807e-01,1.4061149465e+00,3.5705840216e+00,5.8298473627e+00
7.783712,5.2926798550e-01,1.5799044343e+00,3.4441916668e+00,5.9957373283e+00
7.951103,5.7666511853e-01,1.3508182913e+00,3.5310864107e+00,5.1267898894e+00
8.118495,6.0036368504e-01,1.2323254588e+00,3.2704021791e+00,5.2136846333e+00
8.285887,5.1346894116e-01,1.0664354932e+00,2.9307227257e+00,5.4269717319e+00
8.453278,5.0556941898e-01,8.0575126151e-01,2.7727322822e+00,4.9451008794e+00
8.620670,4.2657419727e-01,6.8725842893e-01,2.7095361049e+00,5.2373831998e+00
8.788062,5.2136846333e-01,6.7935890676e-01,2.2908614298e+00,5.4664693428e+00
8.955453,4.6607180813e-01,5.4506702984e-01,2.1802681194e+00,5.0398951455e+00
9.122845,6.0826320721e-01,5.5296655201e-01,2.1328709863e+00,5.1267898894e+00
9.290237,6.0826320721e-01,5.1346894116e-01,1.6746987004e+00,5.3637755545e+00
9.457628,7.9785173933e-01,4.6607180813e-01,1.8879857990e+00,5.0556941898e+00
9.625020,6.9515795110e-01,5.6876559636e-01,1.6904977447e+00,4.8029094803e+00
9.792412,8.4524887236e-01,4.8977037464e-01,1.6194020452e+00,4.8345075690e+00
9.959803,8.8474648322e-01,6.7145938459e-01,1.4219139909e+00,4.4948281157e+00
10.127195,9.7954074928e-01,5.2926798550e-01,1.7299953556e+00,4.5027276378e+00
10.294586,9.0844504974e-01,6.0036368504e-01,1.6746987004e+00,4.3605362387e+00
10.461978,9.4794266059e-01,7.4255508413e-01,2.0854738533e+00,4.0445553519e+00
10.629370,9.6374170494e-01,6.2406225156e-01,1.9985791094e+00,4.3605362387e+00
10.796761,9.1634457191e-01,6.5566034024e-01,2.2908614298e+00,4.1788472288e+00
10.964153,7.5835412848e-01,5.6876559636e-01,2.5120480506e+00,4.2657419727e+00
11.131545,6.3196177373e-01,6.5566034024e-01,3.0176174696e+00,4.4711295491e+00
11.298936,7.5835412848e-01,7.2675603979e-01,2.7016365827e+00,4.6765171256e+00
11.466328,5.9246416287e-01,4.7397133030e-01,2.8280289374e+00,4.7239142586e+00
11.633720,4.1867467510e-01,5.9246416287e-01,3.3809954895e+00,4.7950099582e+00
11.801111,3.2388040904e-01,7.1095699545e-01,3.1440098243e+00,4.7318137808e+00
11.968503,4.3447371944e-01,6.2406225156e-01,2.9070241592e+00,4.8187085247e+00
12.135895,4.1867467510e-01,4.4237324161e-01,3.3335983564e+00,4.4474309826e+00
12.303286,4.0287563075e-01,4.5817228595e-01,3.0176174696e+00,4.5975219039e+00
12.470678,5.4506702984e-01,4.1077515292e-01,2.7727322822e+00,4.8266080469e+00
12.638070,4.8187085247e-01,4.3447371944e-01,2.5989427945e+00,4.5738233374e+00
12.805461,5.0556941898e-01,3.8707658641e-01,2.6779380162e+00,4.7476128251e+00
12.972853,5.3716750767e-01,5.2136846333e-01,2.5673447058e+00,4.4711295491e+00
13.140245,5.5296655201e-01,4.2657419727e-01,2.2592633411e+00,4.8661056577e+00
13.307636,5.3716750767e-01,4.8977037464e-01,2.4251533067e+00,4.4711295491e+00
13.475028,6.0036368504e-01,4.9766989681e-01,2.3382585628e+00,4.4632300270e+00
13.642419,5.2926798550e-01,3.9497610858e-01,2.3382585628e+00,4.3447371944e+00
13.809811,5.2136846333e-01,5.1346894116e-01,2.3461580850e+00,4.2973400614e+00
13.977203,5.2136846333e-01,5.5296655201e-01,2.3382585628e+00,4.4948281157e+00
14.144594,4.7397133030e-01,3.7127754207e-01,2.7253351492e+00,4.6291199926e+00
14.311986,4.8977037464e-01,5.5296655201e-01,2.2829619076e+00,4.4395314605e+00
14.479378,6.4776081807e-01,5.7666511853e-01,2.6463399275e+00,4.5343257265e+00
14.646769,6.3986129590e-01,3.3177993121e-01,2.8359284596e+00,4.7002156921e+00
14.814161,6.0036368504e-01,4.4237324161e-01,2.8675265483e+00,4.2736414948e+00
14.981553,7.2675603979e-01,6.0036368504e-01,2.7253351492e+00,4.3052395835e+00
15.148944,6.7145938459e-01,6.4776081807e-01,2.9860193809e+00,4.7555123473e+00
15.316336,8.1365078368e-01,7.4255508413e-01,2.8438279818e+00,4.3289381500e+00
15.483728,6.7935890676e-01,8.2944982802e-01,2.5831437501e+00,4.6844166478e+00
15.651119,7.2675603979e-01,6.5566034024e-01,3.0492155582e+00,4.5343257265e+00
15.818511,6.3986129590e-01,5.6086607418e-01,2.9860193809e+00,4.4237324161e+00
15.985903,6.8725842893e-01,6.5566034024e-01,2.8754260705e+00,4.5738233374e+00
16.153294,6.7935890676e-01,6.9515795110e-01,2.7964308488e+00,4.9924980125e+00
16.320686,6.0036368504e-01,6.0036368504e-01,2.7964308488e+00,4.5343257265e+00
16.488078,6.0036368504e-01,5.6876559636e-01,2.3777561737e+00,4.5027276378e+00
16.655469,5.7666511853e-01,6.6355986242e-01,2.8359284596e+00,4.5975219039e+00
16.822861,6.0036368504e-01,6.1616272939e-01,2.7648327601e+00,4.4790290713e+00
16.990252,5.2136846333e-01,4.2657419727e-01,2.8043303709e+00,4.3052395835e+00
17.157644,5.5296655201e-01,5.3716750767e-01,2.5120480506e+00,4.6686176034e+00
17.325036,5.1346894116e-01,5.2136846333e-01,2.4330528289e+00,4.3368376722e+00
17.492427,6.6355986242e-01,5.5296655201e-01,2.7174356270e+00,4.3921343274e+00
17.659819,7.1885651762e-01,5.2926798550e-01,2.5199475727e+00,4.7239142586e+00
17.827211,6.0036368504e-01,5.7666511853e-01,2.2671628633e+00,4.7713113917e+00
17.994602,6.0036368504e-01,6.0036368504e-01,2.5752442279e+00,4.2499429283e+00
18.161994,6.0036368504e-01,6.8725842893e-01,2.4883494841e+00,4.4790290713e+00
18.329386,7.7415317282e-01,7.2675603979e-01,2.4725504397e+00,4.4158328939e+00
18.496777,6.2406225156e-01,7.8205269499e-01,2.4725504397e+00,4.6449190369e+00
18.664169,6.6355986242e-01,8.3734935019e-01,2.4409523510e+00,4.4474309826e+00
18.831561,4.9766989681e-01,6.7145938459e-01,2.5673447058e+00,4.3526367166e+00
18.998952,5.6086607418e-01,6.6355986242e-01,2.4251533067e+00,4.5343257265e+00
19.166344,6.0036368504e-01,6.7935890676e-01,2.4567513954e+00,4.3842348052e+00
19.333736,4.8977037464e-01,7.9785173933e-01,2.5357466171e+00,4.7713113917e+00
19.501127,5.9246416287e-01,7.8205269499e-01,2.3698566515e+00,4.6054214261e+00
19.668519,6.0036368504e-01,7.3465556196e-01,2.6700384940e+00,4.9687994459e+00
19.835911,6.0036368504e-01,5.7666511853e-01,2.4251533067e+00,4.6212204704e+00
20.003302,7.2675603979e-01,8.2155030585e-01,2.4409523510e+00,4.6528185591e+00
20.170694,8.1365078368e-01,7.0305747327e-01,2.4488518732e+00,4.5185266822e+00
20.338085,7.1885651762e-01,6.3196177373e-01,2.3777561737e+00,5.0714932342e+00
20.505477,8.2155030585e-01,8.8474648322e-01,2.6858375384e+00,4.9687994459e+00
20.672869,7.2675603979e-01,7.1095699545e-01,2.3777561737e+00,4.6291199926e+00
20.840260,7.5045460630e-01,6.3196177373e-01,2.4409523510e+00,4.6133209482e+00
21.007652,8.8474648322e-01,7.9785173933e-01,2.4251533067e+00,4.6133209482e+00
21.175044,8.4524887236e-01,7.3465556196e-01,2.7490337157e+00,4.1314500958e+00
21.342435,7.8995221716e-01,6.0826320721e-01,2.2671628633e+00,4.8582061355e+00
21.509827,8.0575126151e-01,8.2155030585e-01,2.5278470949e+00,4.3526367166e+00
21.677219,7.0305747327e-01,6.1616272939e-01,2.4093542623e+00,4.5817228595e+00
21.844610,7.4255508413e-01,6.1616272939e-01,2.4251533067e+00,4.4000338496e+00
22.012002,5.6876559636e-01,7.0305747327e-01,2.2750623854e+00,4.4316319383e+00
22.179394,6.7145938459e-01,8.2155030585e-01,2.5041485284e+00,4.5896223817e+00
22.346785,7.3465556196e-01,7.0305747327e-01,2.2750623854e+00,4.6607180813e+00
22.514177,6.1616272939e-01,8.6894743888e-01,2.4093542623e+00,4.2973400614e+00
22.681569,7.3465556196e-01,7.5045460630e-01,2.4725504397e+00,4.5027276378e+00
22.848960,7.0305747327e-01,8.1365078368e-01,2.5041485284e+00,4.5106271600e+00
23.016352,7.2675603979e-01,8.5314839453e-01,2.3540576071e+00,4.7160147365e+00
23.183744,8.2155030585e-01,9.7954074928e-01,2.7253351492e+00,4.6686176034e+00
23.351135,7.5835412848e-01,7.1095699545e-01,2.4646509175e+00,4.2815410170e+00
23.518527,8.5314839453e-01,1.0585359710e+00,2.4409523510e+00,4.2341438840e+00
23.685918,7.1095699545e-01,8.7684696105e-01,2.4725504397e+00,4.4553305048e+00
23.853310,8.4524887236e-01,8.5314839453e-01,2.6858375384e+00,4.1393496179e+00
24.020702,6.8725842893e-01,7.1885651762e-01,2.9070241592e+00,4.7950099582e+00
24.188093,6.2406225156e-01,7.1885651762e-01,2.5515456614e+00,4.1946462731e+00
24.355485,6.2406225156e-01,7.5835412848e-01,2.9149236813e+00,4.2894405392e+00
24.522877,6.8725842893e-01,7.0305747327e-01,2.6542394497e+00,4.4000338496e+00
24.690268,6.5566034024e-01,6.9515795110e-01,2.9070241592e+00,4.5896223817e+00
24.857660,5.7666511853e-01,5.8456464070e-01,2.9307227257e+00,4.1393496179e+00
25.025052,7.0305747327e-01,5.2926798550e-01,2.7016365827e+00,4.4316319383e+00
25.192443,6.7935890676e-01,5.5296655201e-01,2.7174356270e+00,4.2025457953e+00
25.359835,6.7145938459e-01,5.2136846333e-01,2.6779380162e+00,4.6686176034e+00
25.527227,6.0826320721e-01,5.5296655201e-01,2.7806318044e+00,4.4395314605e+00
25.694618,5.4506702984e-01,4.4237324161e-01,2.5594451836e+00,4.5580242930e+00
25.862010,5.0556941898e-01,4.1867467510e-01,2.5041485284e+00,4.2025457953e+00
26.029402,4.8187085247e-01,5.6086607418e-01,2.6068423166e+00,4.7555123473e+00
26.196793,4.2657419727e-01,4.1867467510e-01,2.4962490062e+00,4.5659238152e+00
26.364185,5.2926798550e-01,4.5817228595e-01,2.6384404053e+00,4.3921343274e+00
26.531577,4.9766989681e-01,4.2657419727e-01,2.5436461393e+00,4.6765171256e+00
26.698968,4.3447371944e-01,4.6607180813e-01,2.4646509175e+00,4.8345075690e+00
26.866360,4.4237324161e-01,4.1867467510e-01,2.5278470949e+00,5.1346894116e+00
27.033751,5.1346894116e-01,5.1346894116e-01,2.6542394497e+00,4.5975219039e+00
27.201143,4.7397133030e-01,4.5027276378e-01,2.5989427945e+00,4.9451008794e+00
27.368535,3.7917706424e-01,4.0287563075e-01,2.5594451836e+00,4.8819047021e+00
27.535926,4.8187085247e-01,4.3447371944e-01,2.8122298931e+00,4.5817228595e+00
27.703318,4.1077515292e-01,5.0556941898e-01,2.9228232035e+00,4.8977037464e+00
27.870710,4.7397133030e-01,3.6337801989e-01,3.1203112578e+00,4.6449190369e+00
28.038101,4.3447371944e-01,5.0556941898e-01,2.9465217700e+00,4.6212204704e+00
28.205493,5.2926798550e-01,4.5817228595e-01,3.2151055238e+00,4.6765171256e+00
28.372885,5.6876559636e-01,5.3716750767e-01,3.1282107800e+00,4.4474309826e+00
28.540276,5.7666511853e-01,5.0556941898e-01,2.8043303709e+00,4.7713113917e+00
28.707668,5.4506702984e-01,4.7397133030e-01,2.7727322822e+00,4.7634118695e+00
28.875060,6.1616272939e-01,6.0826320721e-01,2.7885313266e+00,4.2657419727e+00
29.042451,6.3196177373e-01,5.6876559636e-01,2.5120480506e+00,4.3210386279e+00
29.209843,6.8725842893e-01,5.2136846333e-01,2.5120480506e+00,4.2104453175e+00
29.377235,8.4524887236e-01,4.8187085247e-01,2.0696748090e+00,4.0524548740e+00
29.544626,7.5835412848e-01,6.0826320721e-01,2.3066604741e+00,4.3447371944e+00
29.712018,6.9515795110e-01,5.2136846333e-01,2.2355647746e+00,3.7048758985e+00
29.879410,8.3734935019e-01,4.8187085247e-01,1.9590814986e+00,3.8786653863e+00
30.046801,6.9515795110e-01,4.9766989681e-01,1.9353829320e+00,4.4000338496e+00
30.214193,7.1095699545e-01,5.2136846333e-01,1.6746987004e+00,4.7081152143e+00
30.381584,8.5314839453e-01,3.9497610858e-01,1.7457943999e+00,4.6133209482e+00
30.548976,8.3734935019e-01,5.4506702984e-01,1.8484881882e+00,5.4111726876e+00
30.716368,6.0826320721e-01,5.1346894116e-01,1.9274834099e+00,5.1188903672e+00
30.883759,6.8725842893e-01,5.4506702984e-01,1.8958853212e+00,5.6481583527e+00
31.051151,5.6876559636e-01,4.8977037464e-01,2.1881676415e+00,5.7824502296e+00
31.218543,4.1077515292e-01,5.8456464070e-01,2.2276652524e+00,5.4506702984e+00
31.385934,5.2926798550e-01,7.2675603979e-01,2.4488518732e+00,5.7745507075e+00
31.553326,5.1346894116e-01,8.2944982802e-01,2.6858375384e+00,5.6323593084e+00
31.720718,4.8187085247e-01,9.7164122711e-01,2.6542394497e+00,5.4190722097e+00
31.888109,5.9246416287e-01,9.4004313842e-01,3.3098997899e+00,5.0319956233e+00
32.055501,5.1346894116e-01,1.0822345375e+00,3.7759715980e+00,5.2057851111e+00
32.222893,4.5027276378e-01,1.3429187692e+00,3.8628663419e+00,5.3716750767e+00
32.390284,5.6876559636e-01,1.3429187692e+00,3.6653782876e+00,5.1188903672e+00
32.557676,6.0826320721e-01,1.3429187692e+00,3.5310864107e+00,5.0951918007e+00
32.725068,9.0054552756e-01,1.5404068235e+00,3.4836892777e+00,5.2847803328e+00
32.892459,1.2402249809e+00,1.2007273701e+00,3.1440098243e+00,4.5264262043e+00
33.059851,1.6746987004e+00,9.6374170494e-01,2.3066604741e+00,3.9655601302e+00
33.227243,2.0933733755e+00,1.3903159022e+00,1.7220958334e+00,3.3335983564e+00
33.394634,2.5120480506e+00,1.0822345375e+00,1.4456125574e+00,2.7016365827e+00
33.562026,2.2592633411e+00,9.1634457191e-01,1.3271197248e+00,2.3856556958e+00
33.729417,1.8800862768e+00,9.7954074928e-01,1.0506364488e+00,2.5278470949e+00
33.896809,1.5088087348e+00,1.0427369267e+00,1.0506364488e+00,2.5673447058e+00
34.064201,1.2797225918e+00,6.3986129590e-01,1.0348374045e+00,2.8833255926e+00
34.231592,9.4794266059e-01,5.7666511853e-01,1.2876221140e+00,3.5705840216e+00
34.398984,5.3716750767e-01,5.5296655201e-01,9.7164122711e-01,4.6054214261e+00
34.566376,3.3177993121e-01,6.2406225156e-01,1.3903159022e+00,5.4190722097e+00
34.733767,2.1328709863e-01,5.4506702984e-01,1.2560240253e+00,5.4822683871e+00
34.901159,1.4219139909e-01,4.9766989681e-01,1.4219139909e+00,5.1188903672e+00
35.068551,3.9497610858e-02,4.3447371944e-01,1.4930096904e+00,4.7713113917e+00
35.235942,2.3698566515e-02,4.2657419727e-01,1.9353829320e+00,4.3447371944e+00
35.403334,3.1598088686e-02,3.6337801989e-01,2.1407705085e+00,4.2894405392e+00
35.570726,3.1598088686e-02,4.8977037464e-01,3.1835074352e+00,4.4869285935e+00
35.738117,5.5296655201e-02,5.1346894116e-01,3.8786653863e+00,5.0635937120e+00
35.905509,1.5799044343e-02,3.9497610858e-01,4.5659238152e+00,6.8567852450e+00
36.072901,0.0000000000e+00,3.3177993121e-01,5.7508521409e+00,8.5709815562e+00
36.240292,0.0000000000e+00,1.0269378823e-01,5.3400769880e+00,1.2157364622e+01
36.407684,0.0000000000e+00,2.3698566515e-02,4.2657419727e+00,1.6075527619e+01
36.575075,0.0000000000e+00,0.0000000000e+00,3.0729141248e+00,1.7608034921e+01
36.742467,0.0000000000e+00,0.0000000000e+00,1.6194020452e+00,1.0609058276e+01
36.909859,0.0000000000e+00,0.0000000000e+00,2.4488518732e-01,3.4520911890e+00
37.077250,0.0000000000e+00,0.0000000000e+00,1.5799044343e-02,3.0808136469e-01
37.244642,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.412034,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.579425,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.746817,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
37.914209,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.081600,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.248992,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.416384,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.583775,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.751167,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
38.918559,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.085950,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.253342,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.420734,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.588125,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.755517,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
39.922908,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
40.090300,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
