#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1290000,77.06536470421241,247.5807463107869
1295000,87.56954152972708,289.4932392660678
1300000,111.38164156308926,285.29620792751723
1305000,106.37742461218829,296.91367415440106
1310000,133.8988367737968,326.6026815700971
1315000,94.59912031860557,280.69464440026434
1320000,132.6195442408495,332.9365609178472
1325000,102.4549869475893,320.7035324737447
1330000,109.97619928943186,235.7788348800979
1335000,92.16283221589924,317.0618212854726
1340000,89.5497022669943,295.75650093769525
1345000,96.92259398218067,326.08241796483054
1350000,115.90369192215792,280.1379151173193
1355000,98.26887421086144,310.99196314983703
1360000,117.17914948587281,333.5600048987517
1365000,105.81214075754349,371.45695532093373
1370000,140.54004056239938,235.72016009522315
1375000,92.03996427374636,307.06087268064215
1380000,93.30741688556196,255.88512956155844
1385000,116.08816705011589,271.12804513249915
1390000,101.0423596601953,220.88384654740108
1395000,117.46351250009315,266.36487402905317
1400000,127.03230499290584,296.13315121499886
1405000,116.07125493254517,268.8953248329889
1410000,117.7545872679766,264.5261927758191
1415000,136.4928785045812,244.454382089727
1420000,98.55519192350096,278.5895996676699
1425000,113.94778839672313,195.57335154673075
1430000,126.87793398026167,206.0928065065504
1435000,92.55577558411477,258.61758996246226
1440000,115.68835393616183,371.8212383161455
1445000,107.40246036258281,372.0943341797593
1450000,107.69018493402763,347.5385891031614
1455000,95.90364541319065,164.65835878256505
1460000,104.8054686883487,303.1900736062492
1465000,115.53665679210155,368.5217445227151
1470000,125.30407332830328,252.84793487922653
1475000,142.6748947937112,263.4719647381045
1480000,113.56437184685319,307.496336444841
1485000,105.20283579829254,432.1455437261233
1490000,137.46305592698855,260.8968378054643
1495000,124.00690682499061,302.40391847047823
1500000,108.84479324176044,371.0700460339663
1505000,107.54398710644546,206.69699435115587
1510000,99.66547960301028,245.7953205371498
1515000,122.05217143097025,279.4722559376708
1520000,104.59185261356816,261.80046299957195
1525000,103.59627347304382,251.6453352178245
1530000,119.3416321731828,345.3417798069881
1535000,109.92010260573949,278.11105281255067
1540000,108.6142943021436,281.9099276069222
1545000,98.61622847180365,297.4682482896012
1550000,114.31789893910047,248.68836907522189
1555000,103.18672513530578,300.02477791506345
1560000,97.10082901656352,359.03300933078134
1565000,108.2186644611005,253.72352522785818
1570000,106.32221450029124,353.4910278438989
1575000,88.67569587777535,334.98342818207504
1580000,98.19846564308472,314.69047484261495
1585000,81.22912842467395,247.3574097983722
1590000,85.06593005699744,271.4584850530212
1595000,109.89955244345731,291.61674814756856
1600000,98.88423041886853,361.3229438409428
1605000,91.67836243017598,413.2057221549168
1610000,99.79827958123724,308.8315152917337
1615000,111.1989706068619,378.7183544136284
1620000,100.67479604138964,283.2966271532438
1625000,116.31986222232723,322.0920495783174
1630000,120.50399651224211,287.2774968871516
1635000,80.16351581900574,276.580817462872
1640000,151.85725274152458,319.0957052835074
1645000,77.05699092767418,246.71075920061944
1650000,127.89886001217855,282.50132167807175
1655000,100.18895100508621,275.94373332236927
1660000,106.77212398080968,205.52017390479423
1665000,80.20238858544559,224.16922762006635
1670000,122.63215897653288,338.11669702237674
1675000,123.01043021452341,216.64770280432126
1680000,112.88705646996038,271.2029512548317
1685000,126.10857833637766,292.9357436896212
1690000,78.17320108372951,196.71171719255238
1695000,103.46701769770118,350.19658209655717
1700000,103.95462075774708,272.4336335111058
1705000,101.52244485249969,331.1360194063857
1710000,111.32164098851945,275.1411819986177
1715000,117.5285563185455,224.38775783886763
1720000,104.15611306635367,279.0708470812038
1725000,124.08200501991712,236.18867627322888
1730000,102.5010711878013,342.6117536169016
1735000,101.43017569215857,338.27767066087245
1740000,92.49019575439928,278.94856815632335
1745000,103.08647551351152,267.04433839445335
1750000,132.0280460152411,314.1175070219598
1755000,98.6357082440536,279.5208519219561
1760000,101.76311759252332,318.21520151360653
1765000,107.3229098990181,325.9128942513919
1770000,94.31767049319967,240.9678761565779
1775000,96.68298960711769,282.99953542797533
1780000,110.23801518147172,199.8217721353073
1785000,105.50486701635947,308.0083624211123
1790000,97.33673006025072,278.36788330413344
1795000,79.42216867623335,331.58061085390875
1800000,97.52513283821878,297.63598792115
1805000,89.22517093259972,394.74926415100293
1810000,127.33619220732595,230.2100031751613
1815000,104.04037770175216,313.22832670893627
1820000,94.51354030098622,238.75193639239183
1825000,86.98238991644763,227.59335741213047
1830000,122.25132248660753,270.9474894823721
1835000,131.89582281661012,298.1137495808131
1840000,111.40943120576753,251.87436378241074
1845000,81.29864018922478,315.2498126333269
1850000,129.95974031660876,245.67045829570378
1855000,121.3730710357122,289.0275140328368
1860000,93.05102837132785,275.77505999705045
1865000,114.48585948946214,338.33107491171666
1870000,89.04848380942587,386.57336547392913
1875000,121.38401455769304,324.84668492533325
1880000,71.69849097140064,306.7627989415055
1885000,104.85833559930461,343.1835292235651
1890000,80.64259079931145,366.9201709572747
1895000,130.2285334084629,315.73204992803306
1900000,121.41692646882444,260.89227192036174
1905000,109.97236248737659,298.6700910775097
1910000,109.08589345930864,317.1712067847635
1915000,101.57766214220203,301.1373465624684
1920000,101.74507694908823,295.65369991612016
1925000,131.91051544290696,312.3602445950991
1930000,104.72340028730378,242.23839249179298
1935000,107.08328151023841,315.04289519982217
1940000,122.99081729573925,336.6153602988959
1945000,131.99119875184016,226.59019365099826
1950000,142.55721235198513,315.42173338534053
1955000,112.7909690052561,305.82893025989614
1960000,93.08351425711908,216.34177704900728
1965000,116.13437856998564,352.3836085366019
1970000,75.61504017516336,297.8906391472197
1975000,110.86687632850521,339.26071143475053
1980000,95.24325783453298,268.3179405882766
1985000,114.16911491358081,282.2574109020878
1990000,93.3971982131826,296.0170592323034
1995000,110.28757475164457,384.91914425698815
2000000,94.16650346448324,328.02283750956974
2005000,94.96453455868266,344.70988480021515
2010000,134.74034036521073,264.14658341093804
2015000,100.87168096758256,334.42217397014514
2020000,63.16960521813206,275.8596676045809
2025000,105.78339812975162,375.7546309453632
2030000,121.89917864736555,283.55552952553296
2035000,131.42178942350955,266.3421487041107
2040000,96.11342791591352,275.5131837824154
2045000,112.04121565106476,336.97899679903435
2050000,100.22936953590846,372.2147177640428
2055000,93.55814702961237,424.726097958026
2060000,90.97752283317209,407.3486671200037
2065000,106.48959001443427,256.4745995028646
2070000,112.56594398892292,443.5891456461777
2075000,79.3677865247505,252.9725144955794
2080000,95.65139211673892,271.3637149027451
2085000,112.45940637734543,300.1882257087181
2090000,117.72679936570847,286.3055697565155
2095000,85.25907772214163,315.94241539314675
2100000,118.03538067164482,245.54137719234157
2105000,111.65059418670387,270.2899335094542
2110000,98.7725075317208,292.01458951361326
2115000,96.96281784833883,210.13317280726542
2120000,89.76081250959908,214.60564490448064
2125000,94.82540068498275,326.8775618458724
2130000,111.90621958355797,359.1588106439174
2135000,116.82247808517184,251.43620715990465
2140000,127.71542336556888,257.90730786289816
2145000,112.93458283331597,351.35593595860945
2150000,87.45533704120948,279.10501810997744
2155000,102.23126948689963,408.70661353488583
2160000,81.40425514238927,267.6240600186871
2165000,119.18840729347056,301.4682749622262
2170000,93.94723665898636,283.88677686601716
2175000,119.31250591397651,327.83620117019865
2180000,125.63436012220365,282.5464103072665
2185000,147.17806311045877,225.43032180325474
2190000,84.51360258886507,251.68643600168267
2195000,116.33359330523399,352.6183196790031
2200000,103.88655248206192,347.0876679491213
2205000,73.45717237099012,215.59989701812555
2210000,87.49631681360688,312.06708380136115
2215000,108.17627136565181,319.6574747723819
2220000,133.93182672428668,228.41252467790414
2225000,110.33166460750289,238.97987808088436
2230000,90.11050333559677,358.073950330965
2235000,109.1098382739051,299.69691820466375
2240000,71.3223522933888,196.4399581251376
2245000,74.85730899594239,348.4340800298211
2250000,89.24659156138136,304.53472091902614
2255000,90.3217282245783,390.38752394519713
2260000,95.67472345641943,266.22007867139655
2265000,110.11025611268576,271.07689548418193
2270000,95.19680590277306,311.2626694330173
2275000,86.56780166378223,308.09284473506875
2280000,102.44994423327796,347.3378242714962
2285000,103.48442704333814,283.1835129467578
2290000,97.82556073486842,313.35706921268513
2295000,117.56323766526066,259.24443384328583
2300000,97.09519889346893,345.90438059601274
2305000,105.07114920742885,294.66169621997824
2310000,107.97498934691885,246.84493960105
2315000,93.21520386276029,235.0750680375142
2320000,120.81130274583597,310.75829179177396
2325000,84.6642094313068,329.4350185820175
2330000,109.29004696384203,285.16623592568914
2335000,121.45278613857909,318.6943394873583
2340000,119.11383101541867,361.7022245045398
2345000,95.03781967123842,402.87965917386504
2350000,89.96059667929546,304.2765345927762
2355000,101.34576662994647,311.73658308658656
2360000,106.78310474897296,337.3771017712708
2365000,106.34137839690396,228.322497243905
2370000,136.6630310687084,269.11370801683694
2375000,95.55964853528724,355.3286535002615
2380000,82.84899973612875,303.3129042635485
2385000,126.21002121953956,282.8842869620448
2390000,123.96938759412302,254.85355510321233
2395000,125.91294483421831,353.2258191271824
2400000,124.94622952645966,291.8694299707088
2405000,96.8893715942354,250.16439042342876
2410000,128.10194323324572,270.0896133582324
2415000,102.863101930668,233.74572073765034
2420000,82.10258896465251,352.93851805327756
2425000,67.36322093997723,332.1679047860484
2430000,110.71120832938516,258.3296039134216
2435000,80.47806669386955,400.60703722291635
2440000,108.63597688395168,322.44585899688695
2445000,102.9225955041826,298.77138859858877
2450000,114.3127636917643,283.4896760930833
2455000,106.07892268145213,351.889645968027
2460000,112.76346387795547,212.10236250546563
2465000,123.78006182457307,279.0003533801707
2470000,114.69375332946379,339.4206907397146
2475000,112.58564079118588,279.76998781713314
2480000,136.23848799007504,255.10376254774496
2485000,126.36926777406666,231.42100225845124
2490000,118.49563240131738,305.6212484051193
2495000,92.16273174607363,294.20513721198614
2500000,114.20996734002188,331.1437704891123
2505000,134.74164531169333,381.11172875706706
2510000,118.99022601098397,296.4569685953006
2515000,93.17011633004142,282.30713149560177
2520000,115.07125868282202,272.11116249229457
2525000,102.02656417905217,242.37548692628906
2530000,95.42470259510264,218.7336818517558
2535000,92.71353528337795,273.6409363858977
2540000,122.82036948475388,190.0804939339845
2545000,81.8542252005127,199.92567270658446
2550000,110.49046795825535,387.6017782799728
2555000,111.49520058997712,323.47256988274023
2560000,130.39543452496605,318.15924051656066
2565000,105.57581091034336,323.0293134960654
2570000,121.36209664959296,318.36998464513897
2575000,115.95551868342648,263.7248066779717
2580000,129.2200914026257,213.82822295017453
2585000,131.2037158656765,265.36881352460705
2590000,116.2023839338982,352.3376689695872
2595000,90.0338755634723,411.1498792525142
2600000,82.1885024553917,275.02831311689886
2605000,102.40497433789892,257.1955671939144
2610000,108.03023037130777,317.03504373794726
2615000,120.33872785523658,342.59941442560677
2620000,153.40304578476685,267.81232173372996
2625000,87.21915438805979,384.9882913066339
2630000,129.31458125480094,322.9229141465145
2635000,92.50580311818203,284.6019664947912
2640000,117.97875025299112,308.5267140536763
2645000,115.11838136211912,283.11973854376777
2650000,114.97751007574789,267.1473206203738
2655000,119.85977671559476,327.333881613108
2660000,105.26464204404965,292.3732462652317
2665000,90.8618413285688,321.4085316710593
2670000,114.40014351356365,277.1441255012808
2675000,109.50802024588313,283.19688905122655
2680000,91.25972531299061,275.95217055874826
2685000,107.09657325885229,242.30556142305414
2690000,107.77205186293901,263.5900886937305
2695000,88.8536592816319,358.31208070255747
2700000,125.57337873548983,301.57214947146076
2705000,127.99743460305154,367.484697058195
2710000,90.98091542047405,277.1435781705951
2715000,97.73786195365943,274.3509126890334
2720000,127.36051845111132,278.2540782830065
2725000,103.42325074594442,310.19487610583775
2730000,127.1075394544738,293.8692368366778
2735000,130.14385589047998,233.52705262280497
2740000,96.92352225744719,248.05540852372235
2745000,74.58246996176626,266.6392440177295
2750000,101.04472076888874,270.0797074633846
2755000,81.82805116478141,393.25193766982926
2760000,121.47246856441416,342.58776323895194
2765000,145.17521818419692,463.81784462773726
2770000,106.18143477906801,272.4064343631407
2775000,119.46520679526509,277.7698773564497
2780000,91.9518539621564,297.74822606153583
2785000,95.01755073665367,262.26359602155276
2790000,123.14251135987513,356.5738450751068
2795000,100.80411704046503,337.313439404483
2800000,119.80034447873658,285.88612882690956
2805000,108.71065918846301,298.8691893224757
2810000,107.36904199121886,253.0397191061488
2815000,122.14762300950343,290.0478698894231
2820000,145.44366986439871,273.7440999334328
2825000,119.7231182631952,431.32011285612197
2830000,74.72385948281362,332.8704855586438
2835000,120.51059971609175,239.63297013622267
2840000,87.37894523055326,275.79311606781334
2845000,83.72264415527758,272.7421221345289
2850000,117.25479778041989,349.9145544630389
2855000,126.3303074051455,244.3664727711287
2860000,96.99979999983282,289.59397787125954
2865000,96.62149578046473,331.2576614950581
2870000,100.19859379517618,228.2039395615204
2875000,115.10949279698349,260.07085906429086
2880000,104.81404541207667,428.56049276644967
2885000,105.91815602267138,253.8784844054222
2890000,146.6779439081754,402.32420704354007
2895000,111.39334729319603,300.6268712187843
2900000,101.82080466829677,263.28375406902927
2905000,86.37430565256955,362.44970237561245
2910000,105.10186199796226,317.24183703767267
2915000,108.74127247074841,330.752630136041
2920000,111.93529647577549,220.9333883063968
2925000,133.87831479827275,262.16360515842445
2930000,117.17425676654983,368.092467047737
2935000,91.5365911083934,286.93912168483183
2940000,108.3437702258073,276.31063259640166
2945000,92.27236714153128,330.2193033372616
2950000,110.17351767626934,371.2074246469829
2955000,77.90462582247324,247.72442791597817
2960000,121.93730402889491,289.89565268972774
2965000,85.49806916545361,235.69966675560772
2970000,128.25207129024966,249.74889614402005
2975000,105.21538139185486,299.33508912565503
2980000,120.59453652813426,313.57496881136507
2985000,109.633807929429,328.2585095596693
2990000,107.99086973173468,360.80687338735004
2995000,104.98642501430948,276.96891544023026
3000000,90.7671639090587,268.28588037554533
3005000,139.99125413676938,290.090068569676
3010000,120.37884512418935,210.6376474709809
3015000,109.92910206877866,306.95715778771597
3020000,126.26469145680085,369.2247093127029
3025000,106.75777044145025,325.32068137569405
3030000,108.01537992092398,280.53800693109775
3035000,91.4847061212958,246.41648435051528
3040000,114.2351842081697,362.65259397689533
3045000,105.58815662781706,335.18381039911526
3050000,131.67706236387392,295.1518420636388
3055000,106.93143740056746,261.2309961377628
3060000,109.76569705638036,292.58455542975895
3065000,113.68686336433404,281.4910841357248
3070000,112.26717390525619,359.1079240515778
3075000,96.87557374549942,251.679397748388
3080000,108.92111930523777,302.3215796201185
3085000,135.39896995042363,248.67035282880147
3090000,117.7655913455634,363.3751218935405
3095000,102.16405069015383,231.35414125158889
3100000,129.79374462723013,305.74779023270634
3105000,100.1883467025678,336.45910121056784
3110000,75.62828832810987,380.5250582925764
3115000,77.31109334162949,275.80387880556214
3120000,86.65442304190361,306.99904381552824
3125000,76.93892132357814,351.5119844139673
3130000,91.99562751709976,283.3716806742241
3135000,98.90496839536223,315.9850361692603
3140000,95.5030411338563,361.55728146344114
3145000,82.97433414160497,242.67888080202195
3150000,86.6500676827286,259.65700037158246
3155000,111.2501790439382,303.3892673250887
3160000,129.84494254846965,308.12283079918245
3165000,117.94313408268863,265.5799201800617
3170000,108.646792638394,355.5221885403659
3175000,116.39204427862188,270.6650458847201
3180000,144.65141675720037,322.39657313591874
3185000,138.34239897340518,294.9097715343783
3190000,60.37525860355447,333.2732274844508
3195000,92.97900542086228,261.01913480411673
3200000,147.80477637991515,305.6902838700501
3205000,109.59539328210838,371.7398847361709
3210000,88.52525087429143,275.30944776495903
3215000,103.50510978763685,367.9840574136658
3220000,110.99900562633604,417.99210044366407
3225000,98.39069859836059,337.3191917457212
3230000,132.07454937893442,357.97141828950765
3235000,97.15348156906293,289.07953472643914
3240000,101.15857807367718,262.6961125441738
3245000,100.5785986445103,387.45280099449235
3250000,116.37081364027932,352.14753685808586
3255000,101.61902894100427,272.03033710076187
3260000,120.8796820305264,343.0525731558206
3265000,135.44660635765973,350.0021795729195
3270000,102.73514351416623,294.92942165192903
3275000,125.33854844186487,314.75269265785016
3280000,103.735711295937,365.2019927597389
3285000,111.63057441306796,207.73843780799197
3290000,83.03000154439667,238.4889879574854
3295000,166.58202639022244,252.90839342076532
3300000,118.36484200248742,379.79681596342755
3305000,118.52851429371054,315.6223325619987
3310000,99.36370158719893,360.1990000285575
3315000,130.51480497083674,333.17285240906085
3320000,96.78317983288639,428.20144569800414
3325000,95.50946002457351,276.9060271479822
3330000,84.30743197561344,212.4546470997647
3335000,121.70388021385122,344.5181780508179
3340000,86.32453148671317,220.53805419459857
3345000,111.38667926491183,289.55750786522077
3350000,90.91872666039632,320.5818410551489
3355000,119.67018938021079,248.74015878245277
3360000,127.11592005976524,267.5456107118027
3365000,115.98219506550163,354.2261149668559
3370000,124.98827701026335,218.3155755603941
3375000,96.39764176127892,269.2227903205818
3380000,93.09488627475326,293.31303453641164
3385000,106.58453641379674,254.16221329276289
3390000,95.81543798169139,278.117294494408
3395000,82.10814419488179,331.3012473758281
3400000,96.92867768799249,206.9954676647811
3405000,100.8130021432014,238.99220685933423
3410000,111.17458543547019,340.3622121342963
3415000,111.1513194495484,278.687545590741
3420000,130.1635800177288,335.56349391107767
3425000,132.11102063289889,339.450937908408
3430000,127.40762262397203,303.9334342728524
3435000,102.86445389203669,281.35944463138003
3440000,78.1554178035721,230.9373682690042
3445000,87.10748875929937,322.8954191259302
3450000,122.01418150667462,253.20585159409183
3455000,130.02262723334053,202.96617261028564
3460000,107.84069036396312,265.8820965863976
3465000,99.11026217920113,299.27885624025134
3470000,128.459474610293,285.1473674585307
3475000,113.02404705034877,308.57617281981743
3480000,100.681881690436,308.6943352714842
3485000,135.22887921916117,215.35067278685895
3490000,116.093529251674,221.17905409718315
3495000,140.53486945519154,361.399045612676
3500000,91.36322258659868,278.2432042468488
3505000,89.13124588893703,316.0368922543447
3510000,115.25644028302412,248.58155322274382
3515000,113.98210902020122,316.39713309223566
3520000,102.1008256775117,327.737939863561
3525000,118.16958425816574,280.1881307275844
3530000,105.62590975141558,288.96903643838334
3535000,106.05377497912298,348.86423363441287
3540000,119.02746425234011,301.18777404409866
3545000,109.63489703202185,247.49942242676937
