#"Step","Potential Energy (kJ/mole)","Temperature (K)"
3550000,105.55920306827215,356.8056744632691
3555000,122.51098371765613,382.6295364382887
3560000,109.19418401217263,230.80686370236475
3565000,78.58575073803672,249.12993030044876
3570000,136.87786617235156,214.2936862896911
3575000,128.04998919456153,324.15592464942773
3580000,110.94276272929659,301.5703708127017
3585000,97.01615449678957,301.813252015265
3590000,96.62239466853299,260.35453270267226
3595000,97.35392658883666,258.3066762453981
3600000,106.679190221966,364.57212607686796
3605000,117.50104082965106,254.8237372067032
3610000,84.13738449930878,349.0286663300679
3615000,140.32344377176474,355.3616118702626
3620000,126.74589674294651,325.21831669193415
3625000,124.53794751583763,307.1307897593979
3630000,98.41080302537029,273.82064241843455
3635000,99.11968171545902,462.25483377771224
3640000,94.29800626177303,278.45708998145113
3645000,114.87717473420861,259.4901058131896
3650000,102.99286014221946,340.9133996315686
3655000,97.59349701465396,241.70662618155143
3660000,127.15598596407568,283.35168326920274
3665000,98.3316711829508,311.2620488279122
3670000,115.21293040319955,254.15970069656112
3675000,116.13250044253402,273.7093389767233
3680000,103.15312905563809,417.279360755424
3685000,147.80287775794858,322.00303184358
3690000,112.50778090571174,255.27525350390422
3695000,129.2079239460412,237.41557148065436
3700000,106.39912444312131,325.61465434331933
3705000,97.5068839108236,306.9735758257951
3710000,101.0873730975955,299.546801930401
3715000,133.26343546067062,365.97692968141223
3720000,102.4763400741096,272.00686510282054
3725000,137.14663215551172,339.7492138272324
3730000,97.52987825195868,349.690400328324
3735000,94.4094991047354,312.3058563644692
3740000,110.36435411224062,279.48979525506763
3745000,119.30900828447653,262.0545022123933
3750000,125.99478327364375,333.64614585475704
3755000,120.90654073885673,285.22302690281424
3760000,108.72939530037365,366.4829769752376
3765000,111.02566121762663,279.9306767185756
3770000,122.13374016935211,427.8770985354062
3775000,104.05138280573925,283.1329676492116
3780000,97.27507317170131,324.8500085688344
3785000,101.17460413789013,329.9653757501929
3790000,106.51417351394684,274.9321193654661
3795000,108.97535397758924,409.51728054756535
3800000,92.43139138245215,212.95792779767316
3805000,80.12700186908091,378.38299221979366
3810000,109.36702430433644,299.34996400610123
3815000,116.10152905274015,301.9004373457368
3820000,116.45351960382186,261.2015940253622
3825000,103.2419058970844,237.9630550283768
3830000,128.71246389816116,297.56075895317025
3835000,118.53102909518583,276.3258422167412
3840000,105.89247709199242,270.21623683329364
3845000,98.54096550532103,339.55345481504
3850000,105.16415598825643,286.58856724841667
3855000,99.87921024779007,295.3700232900917
3860000,92.44322361186767,309.5384541288908
3865000,102.73323590923832,244.36969327979645
3870000,101.69439504161653,305.6543051514677
3875000,129.83971868327188,323.05544097932966
3880000,93.79440760951081,319.07139907718357
3885000,133.51227651554018,195.1353459175247
3890000,131.9492376131297,216.49676979840424
3895000,117.91341547215899,274.53252980819946
3900000,144.56111760581143,235.66229895376964
3905000,118.68188193974515,316.8058653783527
3910000,97.82920585519622,289.08336411923574
3915000,122.7584394795523,244.58873557912202
3920000,150.9976275024777,275.88379007689997
3925000,103.2131744508896,359.04109652950183
3930000,93.36182267666169,214.47143372209825
3935000,95.52966788488095,274.2657109444022
3940000,105.68236231023565,244.69046094566414
3945000,107.11694006419611,332.25796113200005
3950000,96.31718058317762,301.32095930376255
3955000,101.59435582698467,258.989798545488
3960000,122.67159453426444,320.1593589370215
3965000,106.6470007742227,289.34364108927116
3970000,140.8346160477405,349.78612421445735
3975000,95.50812810571318,277.9372932040813
3980000,101.79081763022953,266.7740038497956
3985000,117.00071172475305,351.18901228462465
3990000,131.3696175569396,298.66654709364826
3995000,103.94971024602819,306.48556155006895
4000000,102.25607435585266,340.4358511948644
4005000,111.05217698284832,319.31104612667366
4010000,128.0678078924176,338.87147269433075
4015000,121.77163675859418,293.90800149244967
4020000,95.14472176603999,280.686605026797
4025000,113.86993092244688,314.97167071343137
4030000,118.53541222651882,251.55911173992885
4035000,104.4929181564695,209.18461412357428
4040000,110.71284168476177,310.339655289526
4045000,89.57315075737506,295.9941467650354
4050000,128.41935410632004,309.94498593407906
4055000,109.07140645056194,287.67492954547293
4060000,90.64635910009122,282.10838731411707
4065000,98.76528079578202,300.5367168708027
4070000,123.3676053103178,314.0191727300528
4075000,116.17421569985481,233.13741950060594
4080000,96.43885236287565,304.0287109252402
4085000,103.7879265869858,300.7570561452712
4090000,155.03100601004684,225.4459312888721
4095000,132.59727437512413,376.54430352011866
4100000,119.75070496826385,278.06333280890976
4105000,152.3363669814703,273.0068449463694
4110000,119.92807693790832,289.9444170838854
4115000,96.03674717095532,255.85896730537831
4120000,114.64914509001392,349.4619752400831
4125000,96.49170598679677,286.6909127280239
4130000,117.29705608192006,255.93800122264489
4135000,83.9370900484214,431.5592215862812
4140000,114.7827178258259,302.51221967353734
4145000,103.89862900479847,399.15530364734144
4150000,94.97638138593561,306.15519102784606
4155000,103.04855613520516,242.5122315643574
4160000,90.89471953472457,274.24591465299915
4165000,138.61006170426577,334.79074631675473
4170000,149.39798547708688,328.9643163098073
4175000,105.6130734964122,300.7009890056912
4180000,109.2585306704409,330.4040979696096
4185000,113.72040609388182,296.3549479913031
4190000,110.41889099711716,286.9310384598609
4195000,107.7390885273241,301.4490422848669
4200000,110.25014352784012,231.48226408719535
4205000,104.39929709470704,267.4951616491285
4210000,129.89892672505607,241.21244184846898
4215000,91.25657368318741,243.34340677719413
4220000,111.11059840478117,278.96064922993224
4225000,126.23367784193175,439.4237635983643
4230000,112.29575636732329,326.331950552385
4235000,97.57062069559447,282.2590999419528
4240000,107.63635913372718,237.90174813635625
4245000,115.90071651511965,365.1806773258257
4250000,105.58226348079893,208.47724980088756
4255000,114.12480200242277,329.6795005329562
4260000,77.54060331040466,339.2985393681514
4265000,113.62032000395709,249.49207341303034
4270000,127.90043739671381,206.1310516041262
4275000,88.76731827902381,262.8913990913561
4280000,131.02120674507773,278.7552693769853
4285000,141.0682873839861,227.9365850230201
4290000,99.06423883548928,291.38690870760774
4295000,115.99781119428269,305.18564656929686
4300000,121.67873504519537,290.0227718455531
4305000,98.75419951060996,245.04737717616678
4310000,118.39292676124461,316.1212339651031
4315000,121.7798622043506,332.9278434730377
4320000,125.88438767656987,190.44556075116012
4325000,127.85634757261454,402.82971245749076
4330000,122.6678043880745,257.91870228873046
4335000,118.21965488018361,336.3664344933559
4340000,99.20440445862187,286.84616689371603
4345000,88.37638185196693,284.4166747844134
4350000,70.7432413795895,214.52608731505646
4355000,91.23323382527752,267.401090452616
4360000,127.55690176897929,233.53814755742286
4365000,89.71745581580177,287.7622380759492
4370000,98.01519888712528,312.00290022719076
4375000,114.95071848392985,266.7051862641499
4380000,119.05474532792573,352.82552598604155
4385000,114.68510413096033,249.17079023502197
4390000,120.48891663505015,264.4509112171706
4395000,118.00344490153003,261.53314029304045
4400000,123.77106793624984,300.9288030249058
4405000,104.0470527586005,380.53070246603346
4410000,121.30663548471881,397.568650671552
4415000,124.54922044916913,302.92441428258775
4420000,95.22066570376933,307.1050233783745
4425000,104.05124369708102,226.00512556918375
4430000,113.69029438301959,319.4684420123714
4435000,107.17752621807432,262.7398268270819
4440000,106.46421951118418,323.48844919575515
4445000,94.51429698843162,414.7591267999954
4450000,126.05016098286734,260.6206757537832
4455000,122.66958538764203,312.0217350049305
4460000,132.3756691023338,249.90754507702744
4465000,137.7939915824557,332.8072522917516
4470000,136.30105736867984,325.80688235495006
4475000,104.84613997228115,336.11849331398207
4480000,99.9596415722807,281.2800755468518
4485000,96.00138057448055,320.96953994230773
4490000,121.67261239806504,329.1114781088588
4495000,114.37941646922962,307.70040579735706
4500000,89.53253789708077,306.08866082783356
4505000,100.41138496639621,301.9037927426449
4510000,110.50509263165543,336.2518052696106
4515000,113.46754068681525,269.86888253770223
4520000,116.17004066321209,314.9317080705331
4525000,136.1166131891378,297.1789210400272
4530000,104.80506714007083,266.04847903688415
4535000,109.9465644830886,367.6594092132824
4540000,133.37683493332293,224.41667323237803
4545000,110.57051456405617,325.3988601588529
4550000,94.09141671535701,406.37129620190757
4555000,117.43534177521383,260.5738502092087
4560000,106.26520875067297,287.30114755361103
4565000,104.02859016534933,290.40459379156664
4570000,106.80676083505341,342.7499592863034
4575000,129.37691443978008,309.2709972900561
4580000,128.7298899845374,269.24185400932623
4585000,121.45949161843055,284.28901174794936
4590000,90.6421166208479,291.9350981121481
4595000,116.55308395761932,261.618252969028
4600000,137.15035932357353,299.1365301222988
4605000,92.91888577737302,394.1045019332569
4610000,126.93958416093625,261.1520577667806
4615000,114.52883617793759,202.7000093717177
4620000,118.83753922803209,351.31849142293737
4625000,123.83144369832604,370.816613123664
4630000,131.26326702239817,344.4663055919326
4635000,131.45365413729468,290.9000201948609
4640000,88.55499274255601,349.9615078259958
4645000,99.19767640891814,341.3803073005266
4650000,105.63841732793571,325.4105641139597
4655000,107.63382303873664,271.2641545883147
4660000,96.79141911352929,344.5949847945258
4665000,121.3097185361326,282.49640652510925
4670000,133.10220423674144,248.08095902707976
4675000,105.88492946433786,393.1880122182986
4680000,103.72922214334409,242.20967307972367
4685000,106.77130837139907,299.129966730292
4690000,133.35401903126854,298.5290316821771
4695000,128.94685087307784,262.95599512784656
4700000,126.50860071717585,316.3540420692612
4705000,114.805493098868,339.39077674764076
4710000,58.21694518901944,352.4293929775922
4715000,107.99108084099976,273.66080410595634
4720000,97.27283450391565,319.3175814501346
4725000,103.83427325995314,259.36766873551426
4730000,104.22871128450328,298.0705415261736
4735000,132.20058362905456,343.1832039712622
4740000,112.69602803149553,300.4495544331714
4745000,110.96795781334646,344.87803001457956
4750000,99.75510992265617,300.64956343651255
4755000,96.96345159366177,328.87218756976176
4760000,105.84061367101924,259.07525564048234
4765000,92.80746653693075,256.7738221076499
4770000,117.60647983084749,211.4900736115452
4775000,101.07745025885629,350.43944736684557
4780000,95.85669348437091,280.9338131466701
4785000,107.62687803438678,315.4360957442887
4790000,109.38467978548664,281.2849075431724
4795000,124.85732543147105,276.62856549436685
4800000,106.97746960279278,170.28538192138322
4805000,127.08645055682695,298.13033112810336
4810000,132.3433136100595,410.08020996762133
4815000,118.45931212827259,336.93645427752955
4820000,99.55533500652552,218.7982946289719
4825000,114.60632683494703,298.47686499497456
4830000,119.63333586255561,274.7163672410351
4835000,118.02802047832688,233.1333033044626
4840000,94.64684804772628,284.6032441242329
4845000,95.1901504546538,315.2289896547149
4850000,94.05991809581627,359.7749192003886
4855000,99.10773079220104,281.46635329227934
4860000,99.6777252165204,371.0934919047977
4865000,106.68312254215726,306.5095241525635
4870000,115.392482071102,323.47525676765895
4875000,109.85800300045139,284.1031942196999
4880000,113.16356408948297,393.55372695646787
4885000,102.72748451372377,379.4959868964092
4890000,147.92582954961875,261.24148518048105
4895000,109.26066235271213,242.33942917622062
4900000,115.93038217930672,298.1327502846997
4905000,130.13658131031593,263.98551367538454
4910000,101.03317941753346,379.72224946149777
4915000,89.28439155871905,281.52086781520796
4920000,143.76461635027795,338.8763827169303
4925000,124.30724232241738,305.321488191996
4930000,135.82646458271256,372.9993533197629
4935000,115.93705821904166,269.5342723468722
4940000,111.68660382660283,414.2002190282584
4945000,108.55735841969175,217.1934116724257
4950000,101.70228365016254,307.5134510233127
4955000,130.41033998335024,241.17235186205718
4960000,117.38326097607268,235.61870103816184
4965000,83.5781327029514,284.8517721872583
4970000,82.26357876363761,234.70282031415215
4975000,99.19457416531066,259.40129319605603
4980000,131.38659556389052,248.1439670523651
4985000,125.31113865972429,290.1451388758677
4990000,129.2190585809082,298.2042377939815
4995000,117.53726127864223,309.45571772522374
5000000,145.8540606840363,276.5072647153449
